地区,部门名称,用人司局,职位名称,招考人数,报考人数,过审人数,竞争比,访问人数
西藏,西藏出入境边防检查总站,西藏出入境边防检查总站,日喀则边境管理支队一级警长及以下（二十六）,1,658,596,596,308
河南,税务局,国家税务总局方城县税务局,一级行政执法员（四）,1,616,595,595,119
重庆,税务局,国家税务总局重庆市税务局第三税务分局,一级主任科员及以下（二）,1,620,595,595,267
天津,税务局,国家税务总局中新天津生态城税务局,一级行政执法员（六）,1,952,594,594,319
甘肃,监管局,甘肃监管局,一级主任科员及以下,1,593,591,591,150
云南,税务局,国家税务总局禄丰市税务局,一级行政执法员（三）,1,708,590,590,92
河南,税务局,国家税务总局鄢陵县税务局,一级行政执法员（五）,1,610,589,589,86
贵州,税务局,国家税务总局安顺市西秀区税务局,一级行政执法员（三）,2,1215,1175,587.5,70
安徽,税务局,国家税务总局合肥市庐阳区税务局,一级行政执法员（三）,4,2350,2345,586.25,401
江苏,税务局,国家税务总局靖江市税务局,一级行政执法员（二）,2,1242,1169,584.5,285
贵州,税务局,国家税务总局贵阳市观山湖区税务局,一级行政执法员（四）,2,1305,1169,584.5,129
北京,农业农村部,离退休干部局,政策指导处一级主任科员及以下,1,597,584,584,245
贵州,税务局,国家税务总局湄潭县税务局,一级行政执法员（三）,2,1270,1166,583,269
辽宁,税务局,国家税务总局锦州市太和区税务局,一级行政执法员（三）,2,1164,1162,581,220
云南,税务局,国家税务总局安宁市税务局,一级行政执法员（五）,2,1469,1162,581,138
福建,税务局,国家税务总局厦门象屿保税区税务局,一级行政执法员（三）,1,681,580,580,180
山西,税务局,国家税务总局阳曲县税务局,一级行政执法员（一）,2,1165,1154,577,115
广东,税务局,国家税务总局中山市税务局,一级行政执法员（三）,4,2710,2307,576.75,470
湖南,海事局,岳阳海事局,岳阳海事局一级行政执法员（五）,1,576,576,576,267
云南,税务局,国家税务总局祥云县税务局,一级行政执法员（三）,1,690,573,573,95
河南,税务局,国家税务总局长葛市税务局,一级行政执法员（三）,1,645,573,573,177
江西,江西省通信管理局,政策法规处,一级主任科员及以下,1,683,572,572,346
西藏,海关,聂拉木海关,海关监管（二）二级主办及以下,1,574,572,572,116
北京,税务局,国家税务总局北京市昌平区税务局,一级行政执法员（七）,3,1821,1714,571.33,341
辽宁,税务局,国家税务总局瓦房店市税务局,一级行政执法员（一）,1,577,567,567,203
贵州,税务局,国家税务总局贵阳国家高新技术产业开发区税务局,一级行政执法员（三）,2,1158,1130,565,159
河南,税务局,国家税务总局栾川县税务局,一级行政执法员（三）,1,622,564,564,248
广东,税务局,国家税务总局广州市天河区税务局,一级行政执法员（五）,3,2137,1690,563.33,273
陕西,税务局,国家税务总局西安市莲湖区税务局,一级行政执法员（五）,2,1125,1123,561.5,237
四川,税务局,国家税务总局成都市锦江区税务局,一级行政执法员（五）,1,645,561,561,359
重庆,税务局,国家税务总局重庆市渝中区税务局,一级行政执法员（五）,1,581,559,559,261
北京,总署,全国海关信息中心（全国海关电子通关中心）,网络与信息安全处一级主任科员及以下,2,1119,1117,558.5,342
云南,国家统计局云南调查总队,国家统计局云南调查总队,开远调查队一级科员（2）,1,642,558,558,85
四川,税务局,国家税务总局资阳高新技术产业园区税务局,一级行政执法员（三）,1,563,557,557,123
云南,税务局,国家税务总局姚安县税务局,一级行政执法员（四）,1,644,555,555,76
贵州,税务局,国家税务总局六盘水市水城区税务局,一级行政执法员（三）,2,1111,1109,554.5,108
四川,税务局,国家税务总局泸州市江阳区税务局,一级行政执法员（八）,1,595,552,552,60
陕西,税务局,国家税务总局西安市雁塔区税务局,一级行政执法员（三）,3,1665,1654,551.33,162
广东,消防,消防,国家统计局茂名调查队业务科室一级科员,1,561,551,551,116
福建,税务局,国家税务总局厦门市集美区税务局,一级行政执法员（一）,3,1775,1649,549.67,155
贵州,税务局,国家税务总局贵州双龙航空港经济区税务局,一级行政执法员（四）,2,1151,1099,549.5,171
广东,海关,海关总署税收征管局（广州）,关税管理二级主管及以下,1,618,549,549,169
福建,税务局,国家税务总局华安县税务局,一级行政执法员,2,1542,1095,547.5,375
福建,福建省气象局,福建省宁德市福鼎市气象局,应急减灾科一级主任科员及以下,1,551,547,547,161
北京,国家卫生健康委员会,规划发展与信息化司,综合处一级主任科员及以下,1,553,547,547,160
辽宁,税务局,国家税务总局沈阳市于洪区税务局,一级行政执法员（三）,3,1736,1634,544.67,251
上海,海事局,吴淞海事局,吴淞海事局一级行政执法员（五）,1,552,543,543,263
山东,消防,菏泽黄河河务局鄄城黄河河务局,水政水资源科一级主任科员及以下,1,542,542,542,116
贵州,贵州省气象局,贵州省黔东南苗族侗族自治州丹寨县气象局,综合管理办公室一级科员,1,542,541,541,136
青海,税务局,国家税务总局茫崖市税务局,一级行政执法员（四）,1,626,540,540,103
甘肃,甘肃省气象局,甘肃省甘南藏族自治州气象局,办公室一级主任科员及以下,1,541,539,539,52
贵州,税务局,国家税务总局凤冈县税务局,一级行政执法员（一）,2,1078,1077,538.5,74
重庆,税务局,国家税务总局重庆两路寸滩保税港区税务局,一级行政执法员（四）,1,558,538,538,186
云南,监管局,云南监管局,一级主任科员及以下,2,1198,1075,537.5,218
山东,消防,菏泽黄河河务局郓城黄河河务局,水政水资源科一级主任科员及以下,1,546,536,536,160
陕西,税务局,国家税务总局西安市莲湖区税务局,一级行政执法员（三）,3,1701,1601,533.67,249
河南,消防,郑州黄河河务局中牟黄河河务局,财务科一级主任科员及以下,1,559,532,532,142
宁夏,税务局,国家税务总局贺兰县税务局,一级行政执法员（三）,2,1119,1062,531,59
江西,税务局,国家税务总局井冈山经济技术开发区税务局,一级行政执法员,2,1061,1061,530.5,259
广东,海事局,汕头海事局,汕头海事局一级行政执法员（三）,1,614,530,530,119
江苏,税务局,国家税务总局苏州市吴中区税务局,一级行政执法员（四）,2,1289,1060,530,271
陕西,税务局,国家税务总局西安曲江新区税务局,一级行政执法员（三）,4,2153,2120,530,258
陕西,税务局,国家税务总局西咸新区沣西新城税务局,一级行政执法员,2,1059,1057,528.5,195
北京,国家体育总局,体育经济司,预算管理处一级主任科员及以下,1,529,528,528,196
四川,税务局,国家税务总局达州市通川区税务局,一级行政执法员（五）,1,632,527,527,317
新疆,新疆维吾尔自治区邮政管理局,博尔塔拉蒙古自治州邮政管理局,一级科员一,1,534,526,526,115
河南,河南省气象局,河南省周口市郸城县气象局,综合管理科业务管理一级主任科员及以下,1,526,525,525,140
北京,中央社会主义学院,中央社会主义学院办公室,秘书处一级主任科员及以下,1,525,524,524,319
山西,税务局,国家税务总局运城市盐湖区税务局,一级行政执法员（四）,2,1102,1048,524,187
云南,税务局,国家税务总局易门县税务局,一级行政执法员（三）,2,1318,1047,523.5,191
贵州,税务局,国家税务总局正安县税务局,一级行政执法员（四）,2,1156,1046,523,116
广东,税务局,国家税务总局珠海市金湾区税务局,一级行政执法员（二）,2,1604,1040,520,413
重庆,税务局,国家税务总局重庆高新技术产业开发区税务局,一级行政执法员（四）,1,528,518,518,154
河南,河南省气象局,河南省濮阳市南乐县气象局,综合管理科业务管理一级主任科员及以下,1,518,518,518,124
贵州,税务局,国家税务总局从江县税务局,一级行政执法员（二）,2,1038,1032,516,125
云南,税务局,国家税务总局鹤庆县税务局,一级行政执法员（二）,1,545,516,516,137
