地区,部门名称,用人司局,职位名称,招考人数,报考人数,过审人数,竞争比,访问人数
北京,海关,海关总署税收征管局（京津）,关税管理四级主管及以下,1,261,259,259,330
北京,生态环境部,环境影响评价与排放管理司,业务处室一级主任科员及以下,1,275,259,259,78
山东,税务局,国家税务总局日照高新技术产业开发区税务局,一级行政执法员,2,568,517,258.5,99
广东,税务局,国家税务总局普宁市税务局,一级行政执法员（二）,3,906,775,258.33,117
吉林,税务局,国家税务总局伊通满族自治县税务局,一级行政执法员（三）,1,259,258,258,92
重庆,海事局,重庆海事局,重庆海事局一级行政执法员（十）,1,259,258,258,244
江西,税务局,国家税务总局鹰潭市月湖区税务局,一级行政执法员（三）,2,529,516,258,81
上海,国家统计局上海调查总队,国家统计局上海调查总队,崇明调查队业务科室四级主任科员及以下,1,258,258,258,191
广东,监管局,深圳银保监局,监管部门一级主任科员及以下,2,527,516,258,80
浙江,税务局,国家税务总局台州市椒江区税务局,一级行政执法员（七）,2,594,515,257.5,142
山西,税务局,国家税务总局朔州市平鲁区税务局,一级行政执法员（三）,2,522,515,257.5,145
新疆,新疆维吾尔自治区邮政管理局,喀什地区邮政管理局,一级科员,1,296,257,257,69
西藏,税务局,国家税务总局左贡县税务局,一级行政执法员,1,257,257,257,84
山东,税务局,国家税务总局济南市天桥区税务局,一级行政执法员（四）,3,852,770,256.67,183
江苏,税务局,国家税务总局镇江经济技术开发区税务局,一级行政执法员（三）,2,535,513,256.5,102
上海,海事局,崇明海事局,崇明海事局一级行政执法员（五）,1,260,256,256,68
湖南,税务局,国家税务总局益阳市大通湖区税务局,一级行政执法员（四）,2,592,512,256,105
云南,税务局,国家税务总局金平县税务局,一级行政执法员（一）,2,621,512,256,78
四川,中国民用航空局西南地区管理局,中国民用航空四川安全监督管理局,行政办公室一级主任科员及以下,1,276,256,256,296
辽宁,生态环境部东北核与辐射安全监督站,生态环境部东北核与辐射安全监督站,核设施监督处一级主任科员及以下,1,258,256,256,116
北京,中国文联,中国摄影家协会,会员工作处一级主任科员及以下,1,257,256,256,327
云南,税务局,国家税务总局昆明市西山区税务局,一级行政执法员（二）,1,323,256,256,70
河南,税务局,国家税务总局商水县税务局,一级行政执法员（三）,2,546,510,255,132
河南,税务局,国家税务总局项城市税务局,一级行政执法员（三）,2,608,510,255,149
河南,消防,消防,审计局预算执行审计处一级主任科员及以下,1,301,255,255,111
辽宁,消防,消防,新民调查队一级科员（2）,1,292,255,255,127
河北,司法部燕城监狱,司法部燕城监狱,男犯监区一级警长及以下,1,260,255,255,305
宁夏,税务局,国家税务总局泾源县税务局,一级行政执法员,2,522,510,255,40
四川,税务局,国家税务总局邻水县税务局,一级行政执法员（六）,1,269,255,255,61
广东,消防,消防,国家统计局连州调查队四级主任科员及以下（1）,1,256,255,255,89
北京,税务局,国家税务总局北京市密云区税务局,一级行政执法员（五）,3,871,764,254.67,404
云南,税务局,国家税务总局文山市税务局,一级行政执法员（七）,2,639,509,254.5,74
北京,全国总工会,机关党委,办公室一级主任科员及以下,1,254,254,254,177
内蒙古,海关,满洲里机场海关,食品检验监管一级行政执法员（一）,1,255,254,254,37
辽宁,税务局,国家税务总局瓦房店市税务局,一级行政执法员（三）,1,263,254,254,41
北京,中央办公厅,毛主席纪念堂管理局,行政处一级主任科员及以下,1,268,254,254,210
西藏,西藏自治区气象局,西藏自治区阿里地区气象局,办公室四级主任科员及以下,1,256,254,254,56
北京,国家粮食和物资储备局,粮食储备司,业务处一级主任科员及以下,1,284,254,254,131
河南,税务局,国家税务总局焦作市马村区税务局,一级行政执法员,2,559,508,254,81
湖南,税务局,国家税务总局涟源市税务局,一级行政执法员（五）,2,576,508,254,241
甘肃,税务局,国家税务总局华亭市税务局,一级行政执法员（三）,4,1086,1015,253.75,181
湖南,税务局,国家税务总局永顺县税务局,一级行政执法员（三）,2,509,507,253.5,133
江西,税务局,国家税务总局铅山县税务局,一级行政执法员（二）,2,508,507,253.5,86
云南,税务局,国家税务总局曲靖经济技术开发区税务局,一级行政执法员（四）,2,791,507,253.5,111
北京,国家体育总局,科教司,反兴奋剂处一级主任科员及以下,1,254,253,253,205
辽宁,海事局,大连海事局,大连海事局一级行政执法员（六）,1,254,253,253,199
西藏,税务局,国家税务总局吉隆县税务局,一级行政执法员（二）,1,253,253,253,72
西藏,税务局,国家税务总局墨竹工卡县税务局,一级行政执法员（二）,1,253,253,253,62
吉林,国家粮食和物资储备局吉林局,国家粮食和物资储备局吉林局,粮棉糖监管处一级主任科员及以下,1,254,253,253,127
吉林,税务局,国家税务总局梅河口市税务局,一级行政执法员（三）,5,1270,1264,252.8,280
广东,税务局,国家税务总局陆丰市税务局,一级行政执法员（一）,4,1275,1011,252.75,354
西藏,西藏出入境边防检查总站,西藏出入境边防检查总站,日喀则边境管理支队一级警长及以下（十四）,3,805,758,252.67,323
湖南,税务局,国家税务总局茶陵县税务局,一级行政执法员（二）,1,253,252,252,102
甘肃,税务局,国家税务总局金昌市金川区税务局,一级行政执法员（二）,2,541,504,252,107
福建,海事局,宁德海事局,宁德海事局一级行政执法员（六）,1,283,252,252,70
河北,中央办公厅,中共中央直属机关事务管理局,中直北戴河服务局综合管理工作岗位一级主任科员及以下,3,767,756,252,454
河南,国家统计局河南调查总队,国家统计局河南调查总队,郑州调查队业务科室四级主任科员1,1,252,252,252,178
河北,税务局,国家税务总局隆尧县税务局,一级行政执法员（二）,2,510,503,251.5,61
江西,税务局,国家税务总局进贤县税务局,一级行政执法员（三）,2,503,503,251.5,75
云南,税务局,国家税务总局丘北县税务局,一级行政执法员（五）,2,605,503,251.5,74
河南,税务局,国家税务总局临颍县税务局,一级行政执法员（三）,3,1042,754,251.33,198
山西,税务局,国家税务总局长治市潞城区税务局,一级行政执法员（二）,3,763,754,251.33,126
河南,税务局,国家税务总局嵩县税务局,一级行政执法员（二）,1,251,251,251,61
陕西,中国民用航空局西北地区管理局,民航西北地区管理局,航空卫生处一级主任科员及以下,1,251,251,251,128
山东,税务局,国家税务总局淄博经济开发区税务局,一级行政执法员,2,545,502,251,136
西藏,税务局,国家税务总局班戈县税务局,一级行政执法员（一）,1,251,251,251,80
青海,税务局,国家税务总局达日县税务局,一级行政执法员（一）,1,307,251,251,164
北京,国家知识产权局,材料工程发明审查部,通用工程处一级主任科员及以下,2,528,501,250.5,155
天津,公安局,北京铁路公安局,天津铁路公安处车站派出所民警,2,534,500,250,195
天津,税务局,国家税务总局天津市红桥区税务局,一级行政执法员（八）,4,1358,1000,250,366
浙江,税务局,国家税务总局嘉兴综合保税区税务局,一级行政执法员,2,504,499,249.5,50
北京,住房和城乡建设部,办公厅,档案处一级主任科员及以下,1,305,249,249,122
湖北,海关,汉口海关,办公综合四级主办及以下,1,249,249,249,351
广西,珠江航务管理局,珠江航务管理局广西办事处,一级科员,1,250,249,249,137
宁夏,国家粮食和物资储备局宁夏局,国家粮食和物资储备局宁夏局,粮棉糖和救灾物资监管处（执法督查处）一级主任科员及以下,1,251,249,249,41
江苏,税务局,国家税务总局启东市税务局,一级行政执法员（六）,2,508,497,248.5,87
湖南,税务局,国家税务总局通道侗族自治县税务局,一级行政执法员（四）,2,509,497,248.5,135
浙江,税务局,国家税务总局杭州市拱墅区税务局,一级行政执法员（六）,2,563,496,248,202
河南,河南省气象局,河南省周口市气象局,办公室综合管理一级主任科员及以下,1,248,248,248,59
吉林,海关,长春兴隆海关,原产地业务四级主办及以下,1,248,248,248,368
西藏,税务局,国家税务总局洛扎县税务局,一级行政执法员,1,256,248,248,83
河南,国家粮食和物资储备局河南局,国家粮食和物资储备局河南局,战略物资和能源监管处一级主任科员及以下,1,248,248,248,148
江西,税务局,国家税务总局抚州市临川区税务局,一级行政执法员（二）,2,553,495,247.5,92
浙江,税务局,国家税务总局宁波市鄞州区税务局,一级行政执法员（三）,3,743,742,247.33,165
云南,海关,章凤海关,海关货物查验四级主办及以下,1,252,247,247,195
北京,全国总工会,办公厅,文件处一级主任科员及以下,1,247,247,247,210
陕西,消防,陕西黄河河务局合阳黄河河务局,工程管理科一级主任科员及以下,1,281,247,247,171
江苏,税务局,国家税务总局张家港市税务局,一级行政执法员（四）,1,247,247,247,190
河南,税务局,国家税务总局沈丘县税务局,一级行政执法员（三）,2,659,494,247,159
河南,税务局,国家税务总局延津县税务局,一级行政执法员（三）,2,741,493,246.5,191
浙江,税务局,国家税务总局嵊泗县税务局,一级行政执法员（二）,2,550,493,246.5,265
湖南,税务局,国家税务总局华容县税务局,一级行政执法员（二）,3,760,739,246.33,200
浙江,税务局,国家税务总局温州市税务局稽查局,一级行政执法员（一）,2,548,492,246,98
广西,税务局,国家税务总局贵港市港南区税务局,一级行政执法员（五）,2,806,492,246,206
江苏,监管局,无锡银保监分局,财会部门一级主任科员及以下,1,255,246,246,98
北京,国家发展和改革委员会,人事司,一级主任科员及以下,1,248,246,246,251
辽宁,税务局,国家税务总局大连市沙河口区税务局,一级行政执法员（十四）,1,279,246,246,90
广西,税务局,国家税务总局北海市铁山港区税务局,一级行政执法员（四）,2,865,492,246,296
山东,税务局,国家税务总局沂水县税务局,一级行政执法员（二）,4,1044,983,245.75,330
天津,税务局,国家税务总局天津市红桥区税务局,一级行政执法员（四）,4,1315,983,245.75,258
湖南,税务局,国家税务总局南县税务局,一级行政执法员（五）,2,493,491,245.5,170
河南,税务局,国家税务总局平顶山市石龙区税务局,一级行政执法员（二）,2,627,491,245.5,184
北京,人力资源和社会保障部,中央国家机关养老保险管理中心,公共业务处一级主任科员及以下,3,739,736,245.33,537
内蒙古,税务局,国家税务总局莫力达瓦达斡尔族自治旗税务局,一级行政执法员（二）,1,246,245,245,39
青海,国家统计局青海调查总队,国家统计局青海调查总队,都兰调查队四级主任科员及以下,1,254,245,245,51
湖北,湖北省气象局,湖北省神农架林区气象局,防灾减灾科一级主任科员及以下,1,245,245,245,106
山东,税务局,国家税务总局莱阳市税务局,一级行政执法员（六）,3,829,735,245,265
山东,山东省气象局,山东省泰安市新泰市气象局,综合管理办公室一级主任科员及以下,1,245,245,245,94
北京,税务局,国家税务总局北京市房山区税务局,一级行政执法员（八）,3,772,734,244.67,241
河南,税务局,国家税务总局鹤壁市鹤山区税务局,一级行政执法员（一）,2,497,489,244.5,91
北京,中央档案馆国家档案局,办公室,秘书处三级主任科员及以下,1,258,244,244,255
山东,税务局,国家税务总局淄博市博山区税务局,一级行政执法员（三）,2,494,488,244,229
北京,税务局,国家税务总局北京市昌平区税务局,一级行政执法员（九）,3,773,732,244,185
上海,税务局,国家税务总局上海市税务局第四税务分局,一级主任科员及以下（四）,1,433,244,244,252
新疆,税务局,国家税务总局阿拉山口市税务局,一级行政执法员（三）,2,497,488,244,113
西藏,西藏自治区气象局,西藏自治区阿里地区改则县气象局,综合管理科四级主任科员及以下,1,245,244,244,73
西藏,税务局,国家税务总局浪卡子县税务局,一级行政执法员,1,284,244,244,79
西藏,税务局,国家税务总局墨脱县税务局,一级行政执法员（二）,1,245,244,244,75
湖北,税务局,国家税务总局荆门市漳河新区税务局,一级行政执法员（三）,2,642,488,244,174
江苏,税务局,国家税务总局苏州市姑苏区税务局,一级行政执法员（四）,2,490,487,243.5,241
北京,税务局,国家税务总局北京市东城区税务局,一级行政执法员（八）,5,1219,1217,243.4,275
北京,税务局,国家税务总局北京市西城区税务局,一级行政执法员（十三）,3,996,730,243.33,471
海南,税务局,国家税务总局五指山市税务局,一级行政执法员（四）,1,393,243,243,61
广东,消防,消防,国家统计局顺德调查队一级科员,1,302,243,243,93
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,乌鲁木齐调查队业务科室四级主任科员及以下2,1,248,243,243,57
浙江,税务局,国家税务总局温州经济技术开发区税务局,一级行政执法员（二）,1,306,243,243,69
安徽,安徽省气象局,安徽省巢湖气象局,业务科技科一级主任科员及以下,1,244,243,243,155
海南,税务局,国家税务总局五指山市税务局,一级行政执法员（二）,1,312,243,243,119
四川,税务局,国家税务总局阆中市税务局,一级行政执法员（五）,1,271,243,243,91
湖北,湖北省气象局,湖北省咸宁市通城县气象局,防灾减灾科一级主任科员及以下,1,243,243,243,97
北京,税务局,国家税务总局北京市顺义区税务局,一级行政执法员（九）,3,783,728,242.67,176
湖南,税务局,国家税务总局石门县税务局,一级行政执法员（二）,3,764,727,242.33,259
上海,税务局,国家税务总局上海市宝山区税务局,一级行政执法员（四）,2,605,484,242,152
西藏,税务局,国家税务总局拉萨市堆龙德庆区税务局,一级行政执法员（二）,1,243,242,242,84
四川,税务局,国家税务总局射洪市税务局,一级行政执法员（七）,1,245,242,242,72
甘肃,税务局,国家税务总局永靖县税务局,一级行政执法员（三）,3,863,725,241.67,53
山西,税务局,国家税务总局晋中市太谷区税务局,一级行政执法员（三）,2,485,482,241,132
云南,税务局,国家税务总局屏边县税务局,一级行政执法员（四）,1,278,241,241,38
陕西,陕西省邮政管理局,汉中市邮政管理局,一级主任科员及以下,1,274,241,241,82
山西,监管局,晋城银保监分局,财会部门一级主任科员及以下,1,247,241,241,50
山西,税务局,国家税务总局阳曲县税务局,一级行政执法员（二）,2,512,482,241,83
北京,国家文物局,科技教育司,科技处一级主任科员及以下,1,246,241,241,403
浙江,浙江省通信管理局,宁波市通信管理局,一级主任科员及以下,1,291,241,241,259
山东,消防,菏泽黄河河务局东明黄河河务局,工程管理科一级主任科员及以下,1,242,241,241,220
河北,税务局,国家税务总局保定市徐水区税务局,一级行政执法员（四）,4,1080,964,241,221
湖北,国家统计局湖北调查总队,国家统计局湖北调查总队,咸宁调查队办公室四级主任科员及以下,1,241,241,241,107
海南,税务局,国家税务总局白沙黎族自治县税务局,一级行政执法员（四）,1,399,241,241,57
北京,中国地震局,离退休干部办公室,文化教育处一级主任科员以下,1,243,241,241,95
山东,税务局,国家税务总局桓台县税务局,一级行政执法员（四）,2,554,480,240,113
四川,税务局,国家税务总局遂宁市船山区税务局,一级行政执法员（四）,1,243,240,240,49
河南,消防,开封黄河河务局兰考黄河河务局,办公室一级主任科员及以下,1,242,240,240,56
云南,税务局,国家税务总局蒙自市税务局,一级行政执法员（三）,1,293,240,240,42
江苏,监管局,南通银保监分局,财会部门一级主任科员及以下,1,250,240,240,69
山东,税务局,国家税务总局临沭县税务局,一级行政执法员（三）,4,978,958,239.5,219
江苏,税务局,国家税务总局扬州市江都区税务局,一级行政执法员（二）,3,837,718,239.33,105
河北,司法部燕城监狱,司法部燕城监狱,男犯监区一级警长及以下,1,241,239,239,225
山西,消防,山西黄河河务局万荣黄河河务局,工程管理科一级主任科员及以下,1,239,239,239,86
青海,青海省邮政管理局,海西蒙古族藏族自治州邮政管理局,一级主任科员及以下二,1,239,239,239,61
天津,税务局,国家税务总局天津市津南区税务局,一级行政执法员（四）,4,1282,954,238.5,307
山西,税务局,国家税务总局沁源县税务局,一级行政执法员,3,717,714,238,50
山东,山东省气象局,山东省临沂市沂南县气象局,综合管理办公室一级主任科员及以下,1,238,238,238,66
河北,公安局,北京铁路公安局,石家庄铁路公安处车站派出所民警,3,739,714,238,409
河南,税务局,国家税务总局获嘉县税务局,一级行政执法员（三）,1,273,238,238,28
四川,税务局,国家税务总局成都市温江区税务局,一级行政执法员（三）,2,478,476,238,155
安徽,税务局,国家税务总局庐江县税务局,一级行政执法员（四）,4,994,950,237.5,246
北京,人力资源和社会保障部,规划财务司,科技和审计处一级主任科员及以下,1,243,237,237,179
四川,税务局,国家税务总局渠县税务局,一级行政执法员（二）,1,271,237,237,92
四川,税务局,国家税务总局营山县税务局,一级行政执法员（四）,1,281,237,237,58
北京,中国文联,离退休干部局,一级主任科员及以下,1,238,237,237,223
北京,全国总工会,财务部,财务监督处一级主任科员及以下,1,239,237,237,72
西藏,税务局,国家税务总局尼玛县税务局,一级行政执法员（一）,1,237,237,237,89
广西,税务局,国家税务总局梧州市长洲区税务局,一级行政执法员（四）,2,732,474,237,268
广西,税务局,国家税务总局武宣县税务局,一级行政执法员（二）,2,719,474,237,157
浙江,税务局,国家税务总局临海市税务局,一级行政执法员（九）,2,533,474,237,166
河北,税务局,国家税务总局邯郸市峰峰矿区税务局,一级行政执法员（三）,3,774,710,236.67,129
浙江,税务局,国家税务总局杭州市拱墅区税务局,一级行政执法员（八）,2,565,473,236.5,107
广西,税务局,国家税务总局平乐县税务局,一级行政执法员（三）,3,1110,709,236.33,311
四川,税务局,国家税务总局绵阳市安州区税务局,一级行政执法员（四）,2,478,472,236,109
湖北,税务局,国家税务总局武汉市硚口区税务局,一级行政执法员（九）,2,594,472,236,317
广东,海事局,广州海事局,广州海事局一级行政执法员（三十四）,1,260,236,236,91
江西,税务局,国家税务总局资溪县税务局,一级行政执法员（二）,5,1213,1180,236,191
山东,税务局,国家税务总局青岛市李沧区税务局,一级行政执法员（九）,2,561,472,236,152
四川,税务局,国家税务总局汉源县税务局,一级行政执法员（三）,1,282,236,236,81
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,克州边境管理支队一级警长及以下（十四）,4,1151,943,235.75,357
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,和田边境管理支队一级警长及以下（九）,3,869,707,235.67,322
广东,税务局,国家税务总局新兴县税务局,一级行政执法员（二）,2,535,471,235.5,59
四川,税务局,国家税务总局仪陇县税务局,一级行政执法员（四）,1,256,235,235,48
辽宁,税务局,国家税务总局盘锦市双台子区税务局,一级行政执法员（三）,2,490,470,235,149
北京,国家药品监督管理局,药品注册管理司,综合处一级主任科员及以下,1,248,235,235,84
江苏,税务局,国家税务总局宿迁市宿豫区税务局,一级行政执法员（一）,2,482,470,235,39
广东,税务局,国家税务总局南澳县税务局,一级行政执法员（一）,5,1713,1174,234.8,187
内蒙古,税务局,国家税务总局杭锦旗税务局,一级行政执法员（二）,2,469,469,234.5,43
浙江,税务局,国家税务总局慈溪市税务局,一级行政执法员（九）,2,478,469,234.5,150
浙江,税务局,国家税务总局温州市税务局第三税务分局,专业技术员,2,519,469,234.5,118
辽宁,海关,大窑湾海关,查检四级主办及以下,1,245,234,234,327
四川,税务局,国家税务总局成都市龙泉驿区税务局,一级行政执法员（四）,2,476,468,234,157
海南,税务局,国家税务总局保亭黎族苗族自治县税务局,一级行政执法员（二）,1,310,234,234,76
广东,消防,消防,国家统计局深圳调查队业务处室一级主任科员及以下（2）,1,246,234,234,81
重庆,国家统计局重庆调查总队,国家统计局重庆调查总队,巫山调查队综合科一级科员,1,234,234,234,117
新疆,新疆维吾尔自治区气象局,新疆阿克苏地区气象局,办公室一级主任科员及以下,1,242,234,234,65
湖北,税务局,国家税务总局武汉市东西湖区税务局,一级行政执法员（四）,3,786,702,234,366
浙江,税务局,国家税务总局台州市路桥区税务局,一级行政执法员（四）,1,244,234,234,116
广东,监管局,茂名银保监分局,监管部门一级主任科员及以下,1,236,234,234,118
甘肃,税务局,国家税务总局古浪县税务局,一级行政执法员（二）,3,747,701,233.67,130
江西,税务局,国家税务总局鹰潭市余江区税务局,一级行政执法员（一）,2,517,467,233.5,69
安徽,税务局,国家税务总局休宁县税务局,一级行政执法员（三）,2,470,466,233,135
广东,海事局,揭阳海事局,揭阳海事局一级行政执法员（二）,1,261,233,233,242
北京,中央网信办,网络安全应急指挥中心,业务处一级主任科员及以下（十二）,1,237,233,233,161
四川,税务局,国家税务总局成都市新津区税务局,一级行政执法员（五）,1,233,233,233,149
甘肃,税务局,国家税务总局甘谷县税务局,一级行政执法员（二）,4,959,931,232.75,160
湖北,税务局,国家税务总局嘉鱼县税务局,一级行政执法员（一）,3,707,698,232.67,187
湖南,税务局,国家税务总局新宁县税务局,一级行政执法员（三）,3,698,698,232.67,280
湖南,税务局,国家税务总局邵阳县税务局,一级行政执法员（三）,3,705,697,232.33,215
江西,税务局,国家税务总局婺源县税务局,一级行政执法员（一）,2,464,464,232,51
山东,税务局,国家税务总局青岛高新技术产业开发区税务局,一级行政执法员（四）,1,260,232,232,112
河南,税务局,国家税务总局泌阳县税务局,一级行政执法员（三）,1,295,232,232,126
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,乌鲁木齐调查队业务科室四级主任科员及以下1,1,238,232,232,77
辽宁,税务局,国家税务总局大石桥市税务局,一级行政执法员（四）,3,707,696,232,143
北京,中国文联,中国音乐家协会,理论研究处一级主任科员及以下,1,232,232,232,101
山东,海关,青岛胶东机场海关,监管工作四级主办及以下（二）,1,232,232,232,329
四川,税务局,国家税务总局红原县税务局,一级行政执法员（四）,1,232,232,232,114
广东,税务局,国家税务总局连平县税务局,一级行政执法员（一）,3,762,695,231.67,136
山东,海事局,烟台海事局,烟台海事局一级行政执法员（三）,2,485,463,231.5,178
湖北,税务局,国家税务总局通山县税务局,一级行政执法员（一）,4,935,925,231.25,275
云南,税务局,国家税务总局屏边县税务局,一级行政执法员（二）,1,240,231,231,43
辽宁,消防,消防,清原调查队一级科员,1,233,231,231,84
河北,税务局,国家税务总局沧州高新技术产业开发区税务局,一级行政执法员（二）,2,493,462,231,116
云南,税务局,国家税务总局威信县税务局,一级行政执法员（一）,1,309,231,231,120
北京,国家海洋局极地考察办公室,国家海洋局极地考察办公室,科技发展处一级主任科员及以下,1,231,231,231,50
广东,税务局,国家税务总局兴宁市税务局,一级行政执法员（二）,2,550,462,231,65
浙江,税务局,国家税务总局台州市黄岩区税务局,一级行政执法员（一）,2,511,462,231,94
西藏,税务局,国家税务总局革吉县税务局,一级行政执法员（二）,1,233,231,231,68
西藏,税务局,国家税务总局日土县税务局,一级行政执法员,1,231,231,231,83
湖北,国家统计局湖北调查总队,国家统计局湖北调查总队,汉川调查队一级科员,1,231,231,231,108
云南,国家统计局云南调查总队,国家统计局云南调查总队,澜沧调查队一级科员,1,265,231,231,28
宁夏,税务局,国家税务总局银川市兴庆区税务局,一级行政执法员（五）,3,695,692,230.67,72
湖南,税务局,国家税务总局津市市税务局,一级行政执法员（二）,3,778,691,230.33,330
云南,税务局,国家税务总局个旧市税务局,一级行政执法员（三）,1,278,230,230,48
云南,税务局,国家税务总局永德县税务局,一级行政执法员,2,509,460,230,41
西藏,西藏自治区气象局,西藏自治区那曲市安多县气象局,综合管理科四级主任科员及以下,1,230,230,230,57
河南,税务局,国家税务总局内黄县税务局,一级行政执法员（四）,2,484,460,230,79
北京,北京市气象局,北京市气象局,机关党委办公室（精神文明建设办公室）一级主任科员及以下,1,232,230,230,76
内蒙古,内蒙古自治区气象局,内蒙古自治区包头市达尔罕茂明安联合旗气象局,综合管理科一级主任科员及以下,1,231,230,230,78
北京,民建中央,办公厅,信息中心一级主任科员及以下,1,279,230,230,184
广东,广东省邮政管理局,阳江市邮政管理局,一级主任科员及以下,1,328,230,230,84
北京,中华全国供销合作总社,直属机关党委,党委办公室（群工处）一级主任科员及以下,1,233,230,230,226
山西,税务局,国家税务总局沁县税务局,一级行政执法员,3,690,689,229.67,124
广西,税务局,国家税务总局隆安县税务局,一级行政执法员（二）,2,634,459,229.5,156
江苏,税务局,国家税务总局镇江市税务局第三税务分局,一级行政执法员（四）,2,534,459,229.5,176
山西,山西省邮政管理局,吕梁市邮政管理局,一级主任科员及以下,1,229,229,229,87
广东,监管局,肇庆银保监分局,监管部门一级主任科员及以下,1,232,229,229,36
河南,税务局,国家税务总局桐柏县税务局,一级行政执法员（五）,2,685,458,229,172
北京,中华全国供销合作总社,合作指导部（法制工作办公室）,法制工作处一级主任科员及以下,1,241,229,229,118
福建,监管局,福建银保监局直管银保监监管组,统计信息部门一级主任科员及以下,1,247,229,229,106
福建,税务局,国家税务总局闽清县税务局,一级行政执法员（五）,2,1048,458,229,247
江苏,税务局,国家税务总局丹阳市税务局,一级行政执法员（五）,1,263,229,229,157
新疆,中国民用航空局新疆管理局,民航乌鲁木齐监管局,航务处一级主任科员及以下,1,279,229,229,28
天津,税务局,国家税务总局天津市蓟州区税务局,一级行政执法员（五）,3,985,686,228.67,350
山西,税务局,国家税务总局夏县税务局,一级行政执法员（一）,3,740,686,228.67,68
吉林,税务局,国家税务总局蛟河市税务局,一级行政执法员（四）,3,728,685,228.33,253
北京,中国科协,组织人事部,综合处（干部监督处）一级主任科员及以下,1,280,228,228,456
北京,国家发展和改革委员会,经济贸易司,一级主任科员及以下,1,234,228,228,246
北京,国家发展和改革委员会,离退休干部局,一级主任科员及以下,2,464,456,228,135
山东,山东省气象局,山东省临沂市莒南县气象局,综合管理办公室一级主任科员及以下,1,228,228,228,99
新疆,新疆维吾尔自治区气象局,新疆喀什地区气象局,办公室一级主任科员及以下,1,235,228,228,92
山东,海关,淄博海关,检验监管四级主办及以下,1,228,228,228,277
北京,中央党校（国家行政学院）,离退休干部局,党务工作处一级主任科员及以下,1,229,228,228,212
北京,中国藏学研究中心,机关党委（人事办公室）,老干部处一级主任科员及以下,1,313,228,228,93
河北,税务局,国家税务总局沧州经济开发区税务局,一级行政执法员（二）,1,239,228,228,98
广东,税务局,国家税务总局郁南县税务局,一级行政执法员（一）,2,462,456,228,123
吉林,税务局,国家税务总局松原经济技术开发区税务局,一级行政执法员（四）,3,689,683,227.67,189
广西,税务局,国家税务总局贵港市港南区税务局,一级行政执法员（三）,2,554,455,227.5,68
福建,税务局,国家税务总局平和县税务局,一级行政执法员（三）,2,747,455,227.5,118
江苏,江苏省地震局,江苏省地震局,业务处室一级主任科员及以下,2,459,455,227.5,261
河北,税务局,国家税务总局沧州市运河区税务局,一级行政执法员（三）,2,514,454,227,136
西藏,税务局,国家税务总局察隅县税务局,一级行政执法员（二）,1,227,227,227,56
西藏,税务局,国家税务总局改则县税务局,一级行政执法员（二）,1,228,227,227,67
甘肃,税务局,国家税务总局平凉市崆峒区税务局,一级行政执法员（三）,2,561,454,227,99
山东,山东省气象局,山东省临沂市郯城县气象局,综合管理办公室一级主任科员及以下,1,227,227,227,65
四川,税务局,国家税务总局成都市郫都区税务局,一级行政执法员（三）,1,227,227,227,290
湖北,税务局,国家税务总局蕲春县税务局,一级行政执法员,2,457,454,227,124
江苏,海关,苏州工业园区海关,化工监管四级主办,1,241,227,227,232
山西,税务局,国家税务总局垣曲县税务局,一级行政执法员,3,681,681,227,147
福建,厦门出入境边防检查总站,厦门出入境边防检查总站,泉州出入境边防检查站一级警长及以下（二）,1,227,227,227,116
四川,税务局,国家税务总局渠县税务局,一级行政执法员（五）,2,568,453,226.5,210
湖北,税务局,国家税务总局汉川市税务局,一级行政执法员（三）,2,585,453,226.5,231
山东,税务局,国家税务总局烟台市牟平区税务局,一级行政执法员（五）,2,478,453,226.5,122
吉林,税务局,国家税务总局舒兰市税务局,一级行政执法员（六）,3,735,679,226.33,231
江西,税务局,国家税务总局上饶市广信区税务局,一级行政执法员,2,455,452,226,65
新疆,海关,石河子海关,办公室一级行政执法员（二）,1,248,226,226,100
北京,税务局,国家税务总局北京市怀柔区税务局,一级行政执法员（七）,3,867,678,226,440
北京,人力资源和社会保障部,中国就业培训技术指导中心,综合处（党委办公室）一级主任科员及以下,4,913,904,226,297
上海,税务局,国家税务总局上海市税务局第三税务分局,一级主任科员及以下（三）,1,257,226,226,286
浙江,税务局,国家税务总局温州市龙湾区税务局,一级行政执法员（五）,1,358,226,226,81
上海,海事局,洋山港海事局,洋山港海事局一级行政执法员（四）,1,233,226,226,28
四川,税务局,国家税务总局阿坝县税务局,一级行政执法员（三）,1,226,226,226,89
广东,监管局,深圳银保监局,综合部门一级主任科员及以下,2,452,452,226,235
广东,税务局,国家税务总局惠州市惠城区税务局,一级行政执法员（一）,5,1462,1129,225.8,221
湖北,税务局,国家税务总局浠水县税务局,一级行政执法员（四）,2,454,451,225.5,175
甘肃,税务局,国家税务总局嘉峪关市税务局,一级行政执法员（四）,2,484,451,225.5,104
山东,税务局,国家税务总局阳谷县税务局,一级行政执法员（四）,2,487,450,225,188
河北,国家统计局河北调查总队,国家统计局河北调查总队,秦皇岛调查队业务科室一级科员（1）,1,225,225,225,41
