地区,部门名称,用人司局,职位名称,招考人数,报考人数,过审人数,竞争比,访问人数
北京,中国银行保险监督管理委员会北京监管局,北京银保监局,监管部门一级主任科员及以下,30,917,917,5302:1,2495
内蒙古,内蒙古自治区森林消防总队,内蒙古森林消防总队所属森林消防支队,内蒙古自治区森林消防总队所属支队管理指挥岗位,27,133,133,5199.93:1,912
北京,外交部,地区业务司,英语一,26,1183,1133,5000:1,1906
黑龙江,黑龙江省森林消防总队,黑龙江森林消防总队所属森林消防支队（含直升机支队）,黑龙江省森林消防总队所属支队管理指挥岗位,25,88,83,4332.32:1,721
北京,首都机场公安局,首都机场公安局,北京大兴国际机场公共区派出所一级警长及以下,24,39,34,4211:1,1487
内蒙古,内蒙古自治区消防救援总队,内蒙古消防救援总队所属消防救援支队,内蒙古自治区消防救援总队所属支队管理指挥岗位,19,81,71,4000.74:1,568
北京,外交部,财务司,预算和财务管理,18,711,709,39.39:1,1331
上海,上海海关,隶属海关,海关业务二级主办及以下,18,23,23,1.28:1,815
北京,中央对外联络部,综合业务局、地区局,一级主任科员及以下（综合调研）,17,951,836,49.18:1,1395
北京,外交部,地区业务司,英语二,16,591,539,33.69:1,765
北京,外交部,地区业务司,英语六,15,959,798,53.2:1,2386
新疆,中国银行保险监督管理委员会新疆监管局,新疆银保监局,监管部门一级主任科员及以下,15,163,147,9.8:1,0
新疆,中国银行保险监督管理委员会新疆监管局,新疆银保监局,监管部门一级主任科员及以下,15,523,450,30:1,0
江苏,中国证券监督管理委员会江苏监管局,中国证券监督管理委员会江苏监管局,辖区会计类岗位一级主任科员及以下,15,388,387,4177:1,0
辽宁,辽宁省消防救援总队,辽宁消防救援总队所属消防救援支队,辽宁省消防救援总队所属支队管理指挥岗位,13,43,36,2.77:1,857
云南,云南省森林消防总队,云南森林消防总队所属森林消防支队,云南省森林消防总队所属支队管理指挥岗位,13,68,65,5:1,707
广东,深圳海关,隶属海关,海关业务一级行政执法员（一）,13,20,19,1.46:1,698
北京,中国银行保险监督管理委员会,经济金融岗,一级主任科员及以下,13,1467,1377,105.92:1,752
黑龙江,黑龙江省消防救援总队,黑龙江消防救援总队所属消防救援支队,黑龙江省消防救援总队所属支队管理指挥岗位,12,53,53,4.42:1,374
广东,深圳海关,隶属海关,海关业务一级行政执法员（二）,12,18,17,1.42:1,315
上海,上海出入境边防检查总站,上海出入境边防检查总站,边检站警务技术一级主管及以下（八）,12,240,240,20:1,517
浙江,中国证券监督管理委员会浙江监管局,中国证券监督管理委员会浙江监管局,辖区会计类监管岗位一级主任科员及以下,12,354,244,20.33:1,0
北京,商务部,条约法律司等,一级主任科员及以下（英语二）,11,452,444,40.36:1,751
江西,南昌铁路公安局,南昌铁路公安局,鹰潭铁路公安处线路警务区民警,11,78,69,6.27:1,306
甘肃,中国银行保险监督管理委员会甘肃监管局,甘肃银保监局,监管部门一级主任科员及以下,11,200,197,17.91:1,196
安徽,安徽省消防救援总队,安徽消防救援总队所属消防救援支队,安徽省消防救援总队所属支队管理指挥岗位,11,39,26,2.36:1,2151
河南,河南省消防救援总队,河南消防救援总队所属消防救援支队,河南省消防救援总队所属支队管理指挥岗位,11,51,51,4.64:1,1729
湖北,湖北省消防救援总队,湖北省消防救援总队所属消防救援支队,湖北省消防救援总队所属支队管理指挥岗位,11,46,40,3.64:1,959
北京,外交部,地区业务司,英语三,10,445,373,37.3:1,886
陕西,陕西省消防救援总队,陕西消防救援总队所属消防救援支队,陕西省消防救援总队所属支队管理指挥岗位,10,46,45,4.5:1,845
天津,天津海关,隶属海关,海关业务二级主办及以下,10,16,16,1.6:1,444
上海,上海海关,隶属海关,卫生检疫四级主办及以下（一）,10,206,204,20.4:1,554
广东,广州海关,隶属海关,海关业务二级主办及以下,10,16,15,1.5:1,279
广东,深圳海关,隶属海关,动物检疫四级主办及以下,10,661,658,65.8:1,496
广东,拱北海关,隶属海关,海关业务二级主办及以下,10,15,15,1.5:1,160
广东,黄埔海关,隶属海关,海关业务二级主办及以下,10,18,18,1.8:1,171
海南,国家统计局海南调查总队,国家统计局海南调查总队,县级调查队一级科员,10,90,90,9:1,258
北京,外交部,地区业务司,英语七,10,1134,1060,106:1,2692
北京,北京市消防救援总队,北京消防救援总队所属消防救援支队,北京市消防救援总队所属支队管理指挥岗位,10,36,35,3.2876:1,1132
上海,上海海关,隶属海关,卫生检疫四级主办及以下（二）,10,51,47,4.7:1,505
浙江,杭州海关,隶属海关,海关业务四级主办及以下,10,14,14,1.4:1,343
新疆,乌鲁木齐海关,隶属海关,海关业务二级主办及以下,10,14,13,1.3:1,156
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,克州边境管理支队一级警长及以下（六）,10,826,662,66.2:1,565
北京,中国银行保险监督管理委员会北京监管局,北京银保监局,统信部门一级主任科员及以下,10,177,170,17:1,522
江苏,中国银行保险监督管理委员会江苏监管局,南通银保监分局,监管部门一级主任科员及以下,10,345,335,33.5:1,465
江西,中国银行保险监督管理委员会江西监管局,江西银保监局,监管部门一级主任科员及以下,10,447,441,44.1:1,270
河南,中国银行保险监督管理委员会河南监管局,平顶山银保监分局,监管部门一级主任科员及以下,10,107,107,10.7:1,260
贵州,贵州省消防救援总队,贵州消防救援总队所属消防救援支队,贵州省消防救援总队所属支队管理指挥岗位,10,44,44,4.4:1,674
新疆,新疆维吾尔自治区消防救援总队,新疆消防救援总队所属消防救援支队,新疆维吾尔自治区消防救援总队所属支队管理指挥岗位,10,39,39,2666:1,382
福建,厦门海关,隶属海关,海关业务二级主办及以下,10,14,14,1.4:1,273
辽宁,中国银行保险监督管理委员会辽宁监管局,营口银保监分局,监管部门一级主任科员及以下,10,99,97,9.7:1,141
江西,江西省消防救援总队,江西消防救援总队所属消防救援支队,江西省消防救援总队所属支队管理指挥岗位,9,29,27,3:1,1003
广西,南宁海关,隶属海关,海关业务二级主办及以下,9,16,10,1.11:1,228
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站警务技术一级主管及以下,9,163,158,17.56:1,627
江苏,中国银行保险监督管理委员会江苏监管局,常州银保监分局,监管部门一级主任科员及以下,9,207,189,21:1,522
福建,南昌铁路公安局,南昌铁路公安局,福州铁路公安处线路警务区民警,9,59,59,6.56:1,263
重庆,长江航运公安局,长江航运公安局万州分局,奉节、巫山派出所一级警长及以下,9,57,7,0.78:1,1932
云南,云南省消防救援总队,云南省消防救援总队所属消防救援支队,云南省消防救援总队所属支队基层指挥员,9,35,35,2644:1,604
广东,深圳海关,隶属海关,卫生检疫四级主办及以下,9,495,476,52.89:1,279
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（一）,9,878,854,94.89:1,530
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（二）,9,2422,2106,234:1,1120
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（四）,9,239,239,26.56:1,324
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,克州边境管理支队一级警长及以下（一）,9,550,453,50.33:1,534
新疆,中国银行保险监督管理委员会新疆监管局,昌吉银保监分局,监管部门一级主任科员及以下,9,84,60,6.67:1,0
北京,商务部,国际经贸关系司等,一级主任科员及以下（英语三）,9,878,868,96.44:1,1357
河北,河北省消防救援总队,河北省消防救援总队所属消防救援支队,河北省消防救援总队所属支队管理指挥岗位,9,52,45,5:1,1280
吉林,吉林省消防救援总队,吉林省消防救援总队所属消防救援支队,吉林省消防救援总队所属支队管理指挥岗位,9,32,32,3.56:1,391
黑龙江,黑龙江省森林消防总队,黑龙江森林消防总队所属森林消防支队（含直升机支队）,黑龙江省森林消防总队黑河市支队管理指挥岗位,9,113,110,12.22:1,179
云南,昆明海关,隶属海关,海关业务二级主办及以下,9,17,11,1.22:1,244
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（三）,9,613,524,58.22:1,375
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（五）,9,2926,2570,285.56:1,1224
北京,商务部,对外贸易司等,一级主任科员及以下（英语四）,8,411,410,51.25:1,746
山西,山西省消防救援总队,山西消防救援总队所属消防救援支队,山西省消防救援总队所属支队管理指挥岗位,8,36,36,4.5:1,747
山东,山东省消防救援总队,山东省消防救援总队所属消防救援支队,山东省消防救援总队所属支队管理指挥岗位,8,31,31,3.88:1,1630
黑龙江,黑龙江省森林消防总队,黑龙江森林消防总队所属森林消防支队（含直升机支队）,黑龙江省森林消防总队大兴安岭地区支队管理指挥岗位,8,88,87,10.88:1,144
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（五）,8,101,100,12.5:1,352
广西,国家税务总局广西壮族自治区税务局,国家税务总局陆川县税务局,一级行政执法员（一）,8,47,46,5.75:1,92
广西,国家税务总局广西壮族自治区税务局,国家税务总局陆川县税务局,一级行政执法员（二）,8,76,69,8.63:1,75
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（七）,8,11,11,1.38:1,159
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（八）,8,408,381,47.63:1,207
天津,中国银行保险监督管理委员会天津监管局,天津银保监局,监管部门一级主任科员及以下,8,501,499,62.38:1,397
江苏,中国银行保险监督管理委员会江苏监管局,无锡银保监分局,监管部门一级主任科员及以下,8,206,206,25.75:1,306
江苏,中国证券监督管理委员会江苏监管局,中国证券监督管理委员会江苏监管局,辖区法律类岗位一级主任科员及以下,8,566,527,65.88:1,0
海南,海南省消防救援总队,海南消防救援总队所属消防救援支队,海南消防救援总队所属支队管理指挥岗位,8,47,28,3.5:1,705
青海,青海省消防救援总队,青海省消防救援总队,青海省消防救援总队所属支队管理指挥岗位,8,66,31,3.88:1,458
北京,北京海关,首都机场海关,监管工作四级主办及以下（一）,8,283,261,32.63:1,965
北京,北京海关,北京大兴国际机场海关,监管工作四级主办及以下,8,268,247,30.88:1,684
辽宁,大连海关,隶属海关,海关业务四级主办及以下,8,12,12,1.5:1,446
上海,上海海关,隶属海关,财务审计四级主办及以下,8,209,209,26.13:1,636
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（一）,8,97,97,12.13:1,279
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（九）,8,232,223,27.88:1,438
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（十一）,8,279,268,33.5:1,673
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,塔城边境管理支队一级警长及以下（一）,8,378,365,45.63:1,784
北京,外交部,地区业务司,法语,8,156,148,18.5:1,191
上海,上海海事局,吴淞海事局,吴淞海事局一级行政执法员（一）,8,35,35,4.38:1,124
广东,广东省消防救援总队,广东消防救援总队所属消防救援支队,广东省消防救援总队所属支队管理指挥岗位,8,23,22,2.75:1,1091
江苏,南京海关,隶属海关,海关业务二级主办及以下,8,24,13,1.63:1,339
山东,青岛海关,隶属海关,海关业务二级主办及以下,8,13,12,1.5:1,292
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（二）,8,197,196,24.5:1,271
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（六）,8,241,240,30:1,366
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（十）,8,173,168,21:1,341
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（十二）,8,323,322,40.25:1,553
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（六）,8,104,104,13:1,187
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（九）,8,101,92,11.5:1,326
北京,应急管理部,国家安全生产应急救援中心,安全生产应急救援业务处室一级主任科员及以下,8,947,947,118.38:1,515
湖南,中国银行保险监督管理委员会湖南监管局,湖南银保监局,监管部门一级主任科员及以下,8,586,444,55.5:1,372
北京,最高人民法院,审判部门,法官助理职位一级法官助理及以下,7,387,387,55.29:1,812
辽宁,沈阳铁路公安局,沈阳铁路公安局,锦州铁路公安处线路警务区民警,7,14,7,1:1,137
吉林,沈阳铁路公安局,沈阳铁路公安局,长春铁路公安处车站派出所民警,7,51,51,7.29:1,306
湖北,长江海事局,三峡海事局,三峡海事局一级行政执法员（一）,7,40,36,5.14:1,166
天津,天津市消防救援总队,天津消防救援总队所属消防救援支队,天津市消防救援总队所属支队管理指挥岗位,7,35,31,4.43:1,1343
广西,广西壮族自治区消防救援总队,广西消防救援总队所属消防救援支队,广西壮族自治区消防救援总队所属支队管理指挥岗位,7,41,37,5.29:1,673
甘肃,甘肃省消防救援总队,甘肃消防救援总队所属消防救援支队,甘肃省消防救援总队所属支队管理指挥岗位,7,38,30,4.29:1,516
内蒙古,内蒙古自治区森林消防总队,内蒙古森林消防总队所属森林消防支队,内蒙古自治区森林消防总队大兴安岭支队管理指挥岗位,7,85,78,11.14:1,209
黑龙江,黑龙江省森林消防总队,黑龙江森林消防总队所属森林消防支队（含直升机支队）,黑龙江省森林消防总队伊春市支队管理指挥岗位,7,90,86,12.29:1,175
浙江,宁波海关,隶属海关,卫生检疫四级主办及以下,7,161,145,20.71:1,438
江苏,中国银行保险监督管理委员会江苏监管局,徐州银保监分局,监管部门一级主任科员及以下,7,151,114,16.29:1,505
北京,商务部,政策研究室等,一级主任科员及以下（英语一）,7,359,353,50.43:1,725
河北,北京铁路公安局,北京铁路公安局,北京铁路公安处车站派出所民警,7,63,59,8.43:1,278
江苏,江苏省消防救援总队,江苏省消防救援总队,江苏省消防救援总队所属支队管理指挥岗位,7,40,37,5.29:1,1905
内蒙古,内蒙古自治区森林消防总队,内蒙古森林消防总队所属森林消防支队,内蒙古自治区森林消防总队兴安盟支队管理指挥岗位,7,96,90,12.86:1,140
福建,福州海关,隶属海关,海关业务管理二级主办及以下,7,9,9,1.29:1,129
广东,汕头海关,隶属海关,卫生检疫四级主办及以下（一）,7,195,191,27.29:1,181
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（三）,7,183,181,25.86:1,457
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（四）,7,497,497,71:1,420
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,克州边境管理支队一级警长及以下（四）,7,57,18,2.57:1,292
北京,国家知识产权局,材料工程发明审查部,环境工程处/通用工程处/结构工程处一级主任科员及以下,7,807,804,114.86:1,381
内蒙古,中国银行保险监督管理委员会内蒙古监管局,乌兰察布银保监分局,监管部门一级主任科员及以下,7,109,108,15.43:1,93
内蒙古,中国银行保险监督管理委员会内蒙古监管局,鄂尔多斯银保监分局,监管部门一级主任科员及以下,7,103,99,14.14:1,78
重庆,中国银行保险监督管理委员会重庆监管局,重庆银保监局,监管部门一级主任科员及以下,7,523,495,70.71:1,417
北京,最高人民法院,综合部门,综合文字职位一级主任科员及以下,7,335,334,47.71:1,564
云南,应急管理部森林消防局昆明航空救援支队,森林消防局昆明航空救援支队,应急管理部森林消防局昆明航空救援支队所属基层单位管理指挥岗位,7,54,52,7.43:1,132
湖南,湖南省消防救援总队,湖南消防救援总队所属消防救援支队,湖南省消防救援总队所属支队管理指挥岗位,7,29,28,4:1,990
四川,四川省消防救援总队,四川消防救援总队所属消防救援支队,四川消防救援总队甘孜州支队管理指挥岗位,7,171,166,23.71:1,224
广东,汕头海关,隶属海关,卫生检疫四级主办及以下（二）,7,2011,2007,286.71:1,815
上海,国家税务总局上海市税务局,国家税务总局上海市浦东新区税务局,一级行政执法员（八）,7,3032,2670,381.43:1,1049
四川,国家税务总局四川省税务局,国家税务总局成都高新技术产业开发区税务局,一级主办及以下（三）,7,259,255,36.43:1,523
青海,中国银行保险监督管理委员会青海监管局,海西银保监分局,监管部门一级主任科员及以下,7,96,79,11.29:1,0
新疆,中国银行保险监督管理委员会新疆监管局,塔城银保监分局,监管部门一级主任科员及以下,7,45,18,2.57:1,0
新疆,中国银行保险监督管理委员会新疆监管局,阿勒泰银保监分局,监管部门一级主任科员及以下,7,46,29,4.14:1,0
北京,外交部,行政司,建筑学,6,599,566,94.33:1,467
河北,北京铁路公安局,北京铁路公安局,北京铁路公安处车站派出所民警,6,34,25,4.17:1,291
内蒙古,呼和浩特铁路公安局,呼和浩特铁路公安局,呼和浩特铁路公安处线路警务区民警,6,13,12,2:1,145
上海,上海铁路公安局,上海铁路公安局,上海铁路公安处线路警务区民警,6,24,19,3.17:1,585
上海,上海铁路公安局,上海铁路公安局,上海铁路公安处线路警务区民警,6,39,21,3.5:1,632
江苏,上海铁路公安局,上海铁路公安局,徐州铁路公安处线路警务区民警,6,17,15,2.5:1,511
广东,广州铁路公安局,广州铁路公安局,深圳铁路公安处线路警务区民警,6,52,41,6.83:1,172
贵州,成都铁路公安局,成都铁路公安局,贵阳铁路公安处线路警务区民警,6,112,112,18.67:1,218
湖北,长江海事局,武汉海事局,武汉海事局一级行政执法员（二）,6,24,24,4:1,165
上海,上海市消防救援总队,上海消防救援总队所属消防救援支队,上海市消防救援总队所属支队管理指挥岗位,6,35,29,4.83:1,1005
江西,江西省消防救援总队,江西消防救援总队所属消防救援支队,江西省消防救援总队赣州市支队管理指挥岗位,6,310,224,37.33:1,397
天津,审计署京津冀特派员办事处,审计署京津冀特派员办事处,审计业务处一级主任科员及以下,6,118,117,19.5:1,439
甘肃,审计署驻兰州特派员办事处,审计署驻兰州特派员办事处,审计业务处一级主任科员及以下,6,61,59,9.83:1,260
北京,北京海关,首都机场海关,监管工作四级主办及以下（三）,6,265,264,44:1,235
北京,北京海关,首都机场海关,税收征管工作四级主办及以下,6,296,293,48.83:1,911
上海,上海海关,隶属海关,物控查检四级主办及以下,6,22,20,3.33:1,691
广西,国家税务总局广西壮族自治区税务局,国家税务总局鹿寨县税务局,一级行政执法员（一）,6,30,30,5:1,64
广西,国家税务总局广西壮族自治区税务局,国家税务总局鹿寨县税务局,一级行政执法员（二）,6,59,56,9.33:1,57
广西,国家税务总局广西壮族自治区税务局,国家税务总局容县税务局,一级行政执法员（一）,6,31,29,4.83:1,70
广西,国家税务总局广西壮族自治区税务局,国家税务总局兴业县税务局,一级行政执法员（二）,6,53,47,7.83:1,40
四川,国家税务总局四川省税务局,国家税务总局成都高新技术产业开发区税务局,一级主办及以下（一）,6,127,124,20.67:1,386
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（十）,6,34,30,5:1,529
云南,云南出入境边防检查总站,云南出入境边防检查总站,文山边境管理支队一级警长及以下（一）,6,181,146,24.33:1,194
云南,云南出入境边防检查总站,云南出入境边防检查总站,德宏边境管理支队一级警长及以下（八）,6,36,34,5.67:1,113
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,塔城边境管理支队一级警长及以下（八）,6,95,78,13:1,635
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,塔城边境管理支队一级警长及以下（十一）,6,226,160,26.67:1,440
吉林,国家移民管理局长春遣返中心,国家移民管理局长春遣返中心,图们遣返站一级警长及以下（二）,6,84,75,12.5:1,148
北京,应急管理部,应急管理部矿山救援中心,矿山救援业务处室一级主任科员及以下,6,325,325,54.17:1,150
上海,中国银行保险监督管理委员会上海监管局,上海银保监局,监管部门一级主任科员及以下,6,74,73,12.17:1,175
上海,中国银行保险监督管理委员会上海监管局,上海银保监局,监管部门一级主任科员及以下,6,91,90,15:1,177
重庆,中国银行保险监督管理委员会重庆监管局,江津银保监分局,监管部门一级主任科员及以下,6,81,81,13.5:1,138
新疆,中国银行保险监督管理委员会新疆监管局,伊犁银保监分局辖内监管组,监管部门一级主任科员及以下,6,55,39,6.5:1,0
新疆,中国银行保险监督管理委员会新疆监管局,和田银保监分局,监管部门一级主任科员及以下,6,159,133,22.17:1,0
广东,中国银行保险监督管理委员会深圳监管局,深圳银保监局,监管部门一级主任科员及以下,6,307,256,42.67:1,0
北京,中央社会主义学院,中央社会主义学院办公室,秘书处一级主任科员及以下,6,1449,1444,240.67:1,725
北京,外交部,行政司,工程管理,6,386,318,53:1,338
辽宁,沈阳铁路公安局,沈阳铁路公安局,锦州铁路公安处线路警务区民警,6,22,15,2.5:1,134
辽宁,沈阳铁路公安局,沈阳铁路公安局,锦州铁路公安处线路警务区民警,6,19,19,3.17:1,65
辽宁,沈阳铁路公安局,沈阳铁路公安局,锦州铁路公安处车站派出所民警,6,66,61,10.17:1,132
辽宁,沈阳铁路公安局,沈阳铁路公安局,锦州铁路公安处线路警务区民警,6,41,35,5.83:1,139
内蒙古,沈阳铁路公安局,沈阳铁路公安局,通辽铁路公安处车站派出所民警,6,15,13,2.17:1,145
北京,北京铁路公安局,北京铁路公安局,北京铁路公安处车站派出所民警,6,12,11,1.83:1,290
河北,北京铁路公安局,北京铁路公安局,北京铁路公安处线路警务区民警,6,118,110,18.33:1,285
北京,北京铁路公安局,北京铁路公安局,北京铁路公安处车站派出所民警,6,36,34,5.67:1,325
河北,北京铁路公安局,北京铁路公安局,石家庄铁路公安处线路警务区民警,6,1,1,0.17:1,425
内蒙古,呼和浩特铁路公安局,呼和浩特铁路公安局,呼和浩特铁路公安处线路警务区民警,6,11,11,1.83:1,128
湖北,武汉铁路公安局,武汉铁路公安局,襄阳铁路公安处线路警务区民警,6,2,2,0.33:1,231
陕西,西安铁路公安局,西安铁路公安局,延安铁路公安处线路警务区民警,6,26,24,4:1,203
上海,上海铁路公安局,上海铁路公安局,上海铁路公安处线路警务区民警,6,113,78,13:1,365
广东,广州铁路公安局,广州铁路公安局,深圳铁路公安处线路警务区民警,6,21,17,2.83:1,592
上海,上海海事局,吴淞海事局,吴淞海事局一级行政执法员（二）,6,26,26,4.33:1,78
天津,审计署京津冀特派员办事处,审计署京津冀特派员办事处,审计业务处一级主任科员及以下,6,201,201,33.5:1,648
河北,石家庄海关,隶属海关,海关业务二级主办及以下,6,7,7,1.17:1,193
黑龙江,哈尔滨海关,隶属海关,海关业务二级主办及以下,6,7,7,1.17:1,146
广西,国家税务总局广西壮族自治区税务局,国家税务总局容县税务局,一级行政执法员（二）,6,53,49,8.17:1,57
广西,国家税务总局广西壮族自治区税务局,国家税务总局兴业县税务局,一级行政执法员（一）,6,28,27,4.5:1,56
云南,云南出入境边防检查总站,云南出入境边防检查总站,德宏边境管理支队一级警长及以下（一）,6,168,136,22.67:1,115
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,塔城边境管理支队一级警长及以下（九）,6,325,283,47.17:1,491
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,塔城边境管理支队一级警长及以下（十）,6,462,351,58.5:1,373
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,克州边境管理支队一级警长及以下（五）,6,121,93,15.5:1,560
北京,国家知识产权局,化学发明审查部,高分子领域一级主任科员及以下,6,305,218,36.33:1,219
辽宁,中国银行保险监督管理委员会辽宁监管局,辽宁银保监局,监管部门一级主任科员及以下,6,494,493,82.17:1,165
上海,中国银行保险监督管理委员会上海监管局,上海银保监局,监管部门一级主任科员及以下,6,102,102,17:1,219
浙江,中国银行保险监督管理委员会浙江监管局,温州银保监分局,监管部门一级主任科员及以下,6,105,104,17.33:1,166
重庆,中国银行保险监督管理委员会重庆监管局,重庆银保监局,统计信息部门一级主任科员及以下,6,143,119,19.83:1,230
北京,中国证券监督管理委员会北京监管局,中国证券监督管理委员会北京监管局,辖区会计类监管岗位一级主任科员及以下,6,40,38,6.33:1,0
北京,外交部,地区业务司,英语八,6,211,178,29.67:1,526
北京,外交部,地区业务司,俄语,6,155,155,25.83:1,155
辽宁,沈阳铁路公安局,沈阳铁路公安局,锦州铁路公安处线路警务区民警,6,50,29,4.83:1,192
辽宁,沈阳铁路公安局,沈阳铁路公安局,锦州铁路公安处线路警务区民警,6,5,3,0.5:1,222
河北,北京铁路公安局,北京铁路公安局,天津铁路公安处线路警务区民警,6,1,1,0.17:1,482
内蒙古,呼和浩特铁路公安局,呼和浩特铁路公安局,呼和浩特铁路公安处线路警务区民警,6,16,16,2.67:1,127
陕西,西安铁路公安局,西安铁路公安局,安康铁路公安处线路警务区民警,6,20,20,3.33:1,218
上海,上海铁路公安局,上海铁路公安局,上海铁路公安处线路警务区民警,6,92,62,10.33:1,450
上海,上海铁路公安局,上海铁路公安局,上海铁路公安处线路警务区民警,6,56,36,6:1,337
湖南,广州铁路公安局,广州铁路公安局,怀化铁路公安处线路警务区民警,6,69,56,9.33:1,207
贵州,广州铁路公安局,广州铁路公安局,怀化铁路公安处线路警务区民警,6,57,34,5.67:1,211
四川,长江航运公安局,长江航运公安局泸州分局,派出所一级警长及以下三,6,85,47,7.83:1,457
宁夏,宁夏回族自治区消防救援总队,宁夏回族自治区消防救援总队所属消防救援支队,宁夏回族自治区消防救援总队固原市支队管理指挥岗位,6,150,147,24.5:1,185
甘肃,甘肃省森林消防总队,甘肃森林消防总队所属森林消防支队,甘肃省森林消防总队所属支队管理指挥岗位,6,27,27,4.5:1,425
北京,北京海关,首都机场海关,监管工作一级行政执法员,6,107,63,10.5:1,651
北京,北京海关,首都机场海关,监管工作四级主办及以下（二）,6,241,232,38.67:1,686
广东,深圳海关,隶属海关,监管一级行政执法员（一）,6,99,96,16:1,712
广东,汕头海关,隶属海关,行政执法四级主办及以下,6,261,258,43:1,395
广东,汕头海关,隶属海关,海关业务二级主办及以下,6,8,7,1.17:1,151
广西,国家税务总局广西壮族自治区税务局,国家税务总局博白县税务局,一级行政执法员（一）,6,34,31,5.17:1,57
广西,国家税务总局广西壮族自治区税务局,国家税务总局博白县税务局,一级行政执法员（二）,6,55,51,8.5:1,65
四川,国家税务总局四川省税务局,国家税务总局成都高新技术产业开发区税务局,一级主办及以下（二）,6,340,322,53.67:1,329
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,塔城边境管理支队一级警长及以下（七）,6,19,13,2.17:1,340
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,博州边境管理支队一级警长及以下（一）,6,374,365,60.83:1,452
山西,中国银行保险监督管理委员会山西监管局,吕梁银保监分局,监管部门一级主任科员及以下,6,91,86,14.33:1,96
辽宁,中国银行保险监督管理委员会辽宁监管局,朝阳银保监分局,监管部门一级主任科员及以下,6,42,41,6.83:1,49
上海,中国银行保险监督管理委员会上海监管局,上海银保监局,监管部门一级主任科员及以下,6,77,77,12.83:1,220
江苏,中国银行保险监督管理委员会江苏监管局,常州银保监分局,监管部门一级主任科员及以下,6,155,149,24.83:1,266
山东,中国银行保险监督管理委员会山东监管局,临沂银保监分局,监管部门一级主任科员及以下,6,155,105,17.5:1,154
新疆,中国银行保险监督管理委员会新疆监管局,巴音郭楞银保监分局,监管部门一级主任科员及以下,6,56,42,7:1,0
广东,中国银行保险监督管理委员会深圳监管局,深圳银保监局,法规部门一级主任科员及以下,6,327,326,54.33:1,0
浙江,中国证券监督管理委员会浙江监管局,中国证券监督管理委员会浙江监管局,辖区法律类监管岗位一级主任科员及以下,6,157,86,14.33:1,0
北京,中央台办,业务司局,一级主任科员及以下,5,473,436,87.2:1,471
北京,中央党史和文献研究院,研究部1,编研岗一级主任科员及以下,5,264,263,52.6:1,346
北京,外交部,地区业务司,英语五,5,403,289,57.8:1,452
内蒙古,哈尔滨铁路公安局,哈尔滨铁路公安局,海拉尔铁路公安处线路警务区民警,5,27,19,3.8:1,69
内蒙古,哈尔滨铁路公安局,哈尔滨铁路公安局,海拉尔铁路公安处线路警务区民警,5,11,11,2.2:1,77
吉林,沈阳铁路公安局,沈阳铁路公安局,吉林铁路公安处线路警务区民警,5,17,5,1:1,168
北京,北京铁路公安局,北京铁路公安局,北京铁路公安处车站派出所民警,5,49,23,4.6:1,274
天津,北京铁路公安局,北京铁路公安局,天津铁路公安处车站派出所民警,5,109,107,21.4:1,411
