地区,部门名称,用人司局,职位名称,招考人数,报考人数,过审人数,竞争比,访问人数
贵州,国家税务总局贵州省税务局,国家税务总局荔波县税务局,一级行政执法员（三）,2,181,181,90.5:1,115
福建,中国银行保险监督管理委员会福建监管局,宁德银保监分局,统计信息部门一级主任科员及以下,2,189,181,90.5:1,90
福建,国家税务总局福建省税务局,国家税务总局清流县税务局,一级行政执法员（一）,2,289,181,90.5:1,88
河南,国家统计局河南调查总队,国家统计局河南调查总队,邓州调查队一级科员,2,194,181,90.5:1,70
广东,国家税务总局深圳市税务局,国家税务总局深圳市罗湖区税务局,一级行政执法员（六）,2,182,181,90.5:1,274
山东,国家税务总局山东省税务局,国家税务总局成武县税务局,一级行政执法员（一）,2,211,180,90:1,34
重庆,国家税务总局重庆市税务局,国家税务总局重庆市江津区税务局,一级行政执法员（三）,1,90,90,90:1,128
江苏,国家税务总局江苏省税务局,国家税务总局响水县税务局,一级行政执法员（二）,2,184,180,90:1,31
浙江,国家税务总局浙江省税务局,国家税务总局苍南县税务局,一级行政执法员（六）,2,280,180,90:1,99
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局苏尼特右旗税务局,一级行政执法员（三）,1,90,90,90:1,22
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局化德县税务局,一级行政执法员（一）,2,184,180,90:1,39
福建,厦门出入境边防检查总站,厦门出入境边防检查总站,福州机场出入境边防检查站一级警长及以下,1,91,90,90:1,281
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,伊尔克什坦出入境边防检查站一级警长及以下（四）,1,123,90,90:1,108
河北,国家统计局河北调查总队,国家统计局河北调查总队,故城调查队一级科员,1,92,90,90:1,45
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,布尔津调查队一级科员,1,90,90,90:1,44
江苏,江苏出入境边防检查总站,江苏出入境边防检查总站,太仓边检站一级警长及以下（三）,1,98,90,90:1,150
山东,国家税务总局山东省税务局,国家税务总局安丘市税务局,一级行政执法员（三）,3,295,270,90:1,117
陕西,国家税务总局陕西省税务局,国家税务总局西安市新城区税务局,一级行政执法员（一）,5,456,450,90:1,240
吉林,国家统计局吉林调查总队,国家统计局吉林调查总队,四平调查队综合科室四级主任科员及以下（2）,1,91,90,90:1,92
江西,国家统计局江西调查总队,国家统计局江西调查总队,万载调查队一级科员,1,126,90,90:1,46
山东,国家统计局山东调查总队,国家统计局山东调查总队,嘉祥调查队一级科员,1,92,90,90:1,146
河北,中国银行保险监督管理委员会河北监管局,张家口银保监分局,监管部门一级主任科员及以下,1,94,90,90:1,66
江苏,南京海关,连云港海关,法务一级行政执法员,2,180,180,90:1,131
山东,国家税务总局山东省税务局,国家税务总局平阴县税务局,一级行政执法员（五）,2,221,180,90:1,69
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,乌鲁木齐调查队业务科室四级主任科员及以下3,1,91,90,90:1,32
广西,国家税务总局广西壮族自治区税务局,国家税务总局那坡县税务局,一级行政执法员（一）,2,287,180,90:1,59
广西,国家税务总局广西壮族自治区税务局,国家税务总局那坡县税务局,一级行政执法员（二）,2,368,180,90:1,54
重庆,国家税务总局重庆市税务局,国家税务总局重庆市合川区税务局,一级行政执法员（三）,1,91,90,90:1,148
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,吐尔尕特出入境边防检查站一级警长及以下（三）,2,275,180,90:1,256
浙江,国家税务总局浙江省税务局,国家税务总局杭州市上城区税务局,一级行政执法员（七）,5,496,449,89.8:1,215
福建,国家税务总局福建省税务局,国家税务总局福州市台江区税务局,一级行政执法员（一）,3,331,269,89.67:1,280
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,卡拉苏出入境边防检查站一级警长及以下（三）,2,294,179,89.5:1,289
广东,珠海出入境边防检查总站,珠海出入境边防检查总站,边检站一级警长及以下（九）,2,184,179,89.5:1,141
河南,国家税务总局河南省税务局,国家税务总局长垣市税务局,一级行政执法员（三）,2,187,179,89.5:1,263
湖北,国家税务总局湖北省税务局,国家税务总局武汉市青山区税务局,一级行政执法员（五）,2,199,179,89.5:1,275
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（十二）,4,374,358,89.5:1,286
河南,国家税务总局河南省税务局,国家税务总局新郑市税务局,一级行政执法员（五）,2,180,179,89.5:1,260
浙江,国家税务总局浙江省税务局,国家税务总局常山县税务局,一级行政执法员（二）,2,181,179,89.5:1,27
辽宁,国家税务总局辽宁省税务局,国家税务总局盖州市税务局,一级行政执法员（五）,3,291,268,89.33:1,90
安徽,长江海事局,安庆海事局,安庆海事局一级行政执法员（三）,1,94,89,89:1,85
辽宁,大连海关,本溪海关,综合业务一级行政执法员（二）,1,90,89,89:1,31
福建,福州海关,平潭海关,综合管理一级行政执法员,1,89,89,89:1,62
广东,湛江海关,霞山海关,科技管理四级主办及以下,1,99,89,89:1,188
江苏,国家税务总局江苏省税务局,国家税务总局苏州市税务局第三税务分局,一级行政执法员（六）,1,105,89,89:1,153
浙江,国家税务总局宁波市税务局,国家税务总局余姚市税务局,一级行政执法员（七）,3,302,267,89:1,177
西藏,西藏出入境边防检查总站,西藏出入境边防检查总站,日喀则边境管理支队一级警长及以下（二十五）,2,193,178,89:1,63
河北,国家统计局河北调查总队,国家统计局河北调查总队,徐水调查队一级科员,1,89,89,89:1,45
内蒙古,满洲里海关,额布都格海关,财务管理一级行政执法员（二）,1,89,89,89:1,33
黑龙江,哈尔滨海关,同江海关,监管一级行政执法员,1,89,89,89:1,256
吉林,生态环境部松辽流域生态环境监督管理局,生态环境部松辽流域生态环境监督管理局,执法应急处一级主任科员及以下,1,89,89,89:1,115
江苏,江苏出入境边防检查总站,江苏出入境边防检查总站,盐城边检站一级警长及以下（二）,1,105,89,89:1,129
江苏,江苏出入境边防检查总站,江苏出入境边防检查总站,淮安边检站一级警长及以下,1,101,89,89:1,98
安徽,国家税务总局安徽省税务局,国家税务总局阜阳市颍泉区税务局,一级行政执法员（一）,2,196,178,89:1,176
山西,国家统计局山西调查总队,国家统计局山西调查总队,汾阳调查队一级科员,1,89,89,89:1,37
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局新巴尔虎右旗税务局,一级行政执法员（三）,1,89,89,89:1,30
山东,国家统计局山东调查总队,国家统计局山东调查总队,临朐调查队一级科员,1,89,89,89:1,54
安徽,中国银行保险监督管理委员会安徽监管局,蚌埠银保监分局,财会部门一级主任科员及以下,2,187,178,89:1,82
湖南,中国银行保险监督管理委员会湖南监管局,湖南银保监局,监管部门一级主任科员及以下,5,470,445,89:1,206
西藏,西藏出入境边防检查总站,西藏出入境边防检查总站,阿里边境管理支队一级警长及以下（十八）,2,246,178,89:1,90
北京,国家税务总局北京市税务局,国家税务总局北京市西城区税务局,一级行政执法员（三）,3,296,266,88.67:1,396
贵州,国家税务总局贵州省税务局,国家税务总局紫云苗族布依族自治县税务局,一级行政执法员（五）,2,189,177,88.5:1,82
贵州,国家税务总局贵州省税务局,国家税务总局雷山县税务局,一级行政执法员,2,177,177,88.5:1,119
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局扎赉特旗税务局,一级行政执法员（三）,2,181,177,88.5:1,25
新疆,国家税务总局新疆维吾尔自治区税务局,国家税务总局乌什县税务局,一级行政执法员,2,195,177,88.5:1,63
云南,云南出入境边防检查总站,云南出入境边防检查总站,德宏边境管理支队一级警长及以下（五）,2,255,177,88.5:1,95
天津,国家统计局天津调查总队,国家统计局天津调查总队,天津调查总队业务处室四级主任科员（2）,2,177,177,88.5:1,137
福建,国家税务总局福建省税务局,国家税务总局福建漳州古雷港经济开发区税务局,一级行政执法员,2,195,177,88.5:1,198
福建,国家税务总局福建省税务局,国家税务总局三明市三元区税务局,一级行政执法员（一）,2,241,177,88.5:1,104
江西,国家税务总局江西省税务局,国家税务总局南昌市新建区税务局,一级行政执法员（二）,2,177,177,88.5:1,142
湖北,国家税务总局湖北省税务局,国家税务总局武汉市蔡甸区税务局,一级行政执法员（四）,2,229,177,88.5:1,224
北京,国家税务总局北京市税务局,国家税务总局北京市东城区税务局,一级行政执法员（三）,3,317,265,88.33:1,470
黑龙江,国家税务总局黑龙江省税务局,国家税务总局双鸭山市四方台区税务局,一级行政执法员,3,265,265,88.33:1,49
山东,山东海事局,滨州海事局,滨州海事局一级行政执法员,1,88,88,88:1,62
湖北,武汉海关,武汉新港海关,海关监管四级主办及以下（一）,1,90,88,88:1,265
四川,成都海关,成都双流机场海关,海关货物查验一级行政执法员,1,89,88,88:1,88
重庆,国家税务总局重庆市税务局,国家税务总局重庆市南岸区税务局,一级行政执法员（四）,1,93,88,88:1,164
湖北,国家统计局湖北调查总队,国家统计局湖北调查总队,监利调查队一级科员,1,88,88,88:1,34
山东,山东海事局,青岛海事局,青岛海事局一级行政执法员（六）,2,176,176,88:1,117
山西,国家税务总局山西省税务局,国家税务总局运城市税务局第二税务分局,一级主办及以下（二）,1,89,88,88:1,85
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局喀喇沁旗税务局,一级行政执法员（一）,2,184,176,88:1,40
吉林,国家税务总局吉林省税务局,国家税务总局双辽市税务局,一级行政执法员（三）,2,177,176,88:1,41
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,洛浦调查队一级科员,1,96,88,88:1,41
辽宁,大连海关,大窑湾海关,综合业务四级主办及以下（一）,1,92,88,88:1,220
新疆,乌鲁木齐海关,乌鲁木齐海关,科技管理二级主管及以下（二）,1,107,88,88:1,61
云南,国家税务总局云南省税务局,国家税务总局梁河县税务局,一级行政执法员（一）,1,88,88,88:1,76
湖北,国家统计局湖北调查总队,国家统计局湖北调查总队,秭归调查队一级科员,1,90,88,88:1,45
贵州,国家统计局贵州调查总队,国家统计局贵州调查总队,普安调查队一级科员,1,88,88,88:1,53
陕西,陕西省气象局,陕西省延安市黄龙县气象局,业务管理一级科员,2,189,176,88:1,49
重庆,国家税务总局重庆市税务局,国家税务总局重庆市涪陵区税务局,一级行政执法员（三）,1,88,88,88:1,173
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,塔城边境管理支队一级警长及以下（十四）,2,227,176,88:1,167
北京,应急管理部,应急管理部矿山救援中心,矿山救援业务处室一级主任科员及以下,2,205,176,88:1,125
陕西,国家税务总局陕西省税务局,国家税务总局潼关县税务局,一级行政执法员（二）,3,264,263,87.67:1,53
浙江,国家税务总局浙江省税务局,国家税务总局杭州市西湖区税务局,一级行政执法员（六）,5,495,438,87.6:1,172
贵州,国家税务总局贵州省税务局,国家税务总局镇远县税务局,一级行政执法员（二）,2,177,175,87.5:1,212
江西,中国银行保险监督管理委员会江西监管局,上饶银保监分局,统计信息部门一级主任科员及以下,2,175,175,87.5:1,54
广西,国家税务总局广西壮族自治区税务局,国家税务总局南宁市兴宁区税务局,一级行政执法员（一）,2,252,175,87.5:1,242
江苏,国家税务总局江苏省税务局,国家税务总局徐州市泉山区税务局,一级行政执法员（五）,3,271,262,87.33:1,154
广东,中国证券监督管理委员会广东监管局,中国证券监督管理委员会广东监管局,辖区法律类监管（或综合）岗位一级主任科员及以下,4,351,349,87.25:1,116
湖北,国家税务总局湖北省税务局,国家税务总局武汉市硚口区税务局,一级行政执法员（六）,3,371,261,87:1,273
湖北,国家税务总局湖北省税务局,国家税务总局大悟县税务局,一级行政执法员（八）,5,461,435,87:1,165
北京,国家粮食和物资储备局,军粮供应服务中心,供应管理处一级主任科员及以下,1,163,87,87:1,167
云南,云南省气象局,云南省曲靖市气象局,办公室一级科员及以下,1,93,87,87:1,45
山东,济南海关,聊城海关,综合业务四级主办及以下,1,87,87,87:1,228
福建,国家税务总局福建省税务局,国家税务总局龙岩市新罗区税务局,一级行政执法员（一）,3,505,261,87:1,43
云南,国家税务总局云南省税务局,国家税务总局嵩明县税务局,一级行政执法员（四）,1,92,87,87:1,98
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局西乌珠穆沁旗税务局,一级行政执法员（一）,2,176,174,87:1,32
北京,最高人民法院,综合部门,审计职位一级主任科员及以下,1,88,87,87:1,211
北京,最高人民检察院,检察技术信息研究中心,法医鉴定岗位一级主管及以下,1,87,87,87:1,126
北京,国务院发展研究中心,宏观经济研究部,第三研究室一级主任科员及以下职位,1,116,87,87:1,123
山东,水利部黄河水利委员会,黄河水利委员会山东黄河河务局,规划计划处一级主任科员及以下,1,87,87,87:1,63
河北,国家统计局河北调查总队,国家统计局河北调查总队,河北调查总队综合处室四级主任科员,1,87,87,87:1,92
河南,国家统计局河南调查总队,国家统计局河南调查总队,民权调查队一级科员,1,99,87,87:1,71
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,和静调查队一级科员,1,87,87,87:1,44
山西,中国银行保险监督管理委员会山西监管局,平定银保监监管组,法规部门一级主任科员及以下,1,88,87,87:1,24
江苏,中国银行保险监督管理委员会江苏监管局,苏州银保监分局,财会部门一级主任科员及以下,1,88,87,87:1,97
青海,中国银行保险监督管理委员会青海监管局,门源银保监监管组,统计信息部门一级主任科员及以下,1,88,87,87:1,38
广东,中国证券监督管理委员会广东监管局,中国证券监督管理委员会广东监管局,辖区计算机类监管（或综合）岗位一级主任科员及以下,2,174,174,87:1,80
山东,青岛海关,黄岛海关,监管工作四级主办及以下,1,87,87,87:1,208
湖北,武汉海关,武汉邮局海关,海关监管四级主办及以下,1,89,87,87:1,229
甘肃,兰州海关,天水海关,海关财务四级主办及以下,1,87,87,87:1,157
云南,国家税务总局云南省税务局,国家税务总局大理经济技术开发区税务局,一级行政执法员（一）,1,90,87,87:1,57
江西,国家税务总局江西省税务局,国家税务总局赣州市章贡区税务局,一级行政执法员（一）,2,178,174,87:1,102
山东,国家税务总局青岛市税务局,国家税务总局青岛经济技术开发区税务局,一级行政执法员（五）,1,92,87,87:1,153
河北,中国银行保险监督管理委员会河北监管局,承德银保监分局,监管部门一级主任科员及以下,1,89,87,87:1,53
吉林,中国银行保险监督管理委员会吉林监管局,四平银保监分局,财会部门一级主任科员及以下,1,91,87,87:1,34
福建,国家税务总局福建省税务局,国家税务总局连江县税务局,一级行政执法员（三）,2,277,173,86.5:1,324
山西,国家税务总局山西省税务局,国家税务总局山西转型综合改革示范区税务局,一级行政执法员（一）,2,176,173,86.5:1,43
安徽,合肥海关,滁州海关,监管一级行政执法员,2,174,173,86.5:1,82
宁夏,国家税务总局宁夏回族自治区税务局,国家税务总局中卫市税务局,稽查局一级主办及以下（二）,2,235,173,86.5:1,72
广西,国家税务总局广西壮族自治区税务局,国家税务总局西林县税务局,一级行政执法员（一）,2,295,173,86.5:1,46
上海,中国证券监督管理委员会上海监管局,中国证券监督管理委员会上海监管局,辖区法律类岗位一级主任科员及以下,3,259,259,86.33:1,213
吉林,国家税务总局吉林省税务局,国家税务总局德惠市税务局,一级行政执法员（二）,4,375,345,86.25:1,160
上海,上海海事局,崇明海事局,崇明海事局一级行政执法员（四）,1,90,86,86:1,75
广西,广西海事局,柳州海事局,柳州海事局一级行政执法员（二）,1,88,86,86:1,101
福建,国家税务总局福建省税务局,国家税务总局漳州市龙文区税务局,一级行政执法员（二）,2,192,172,86:1,101
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局乌拉特中旗税务局,一级行政执法员（三）,1,91,86,86:1,41
海南,海口出入境边防检查总站,海口出入境边防检查总站,三亚边检站一级警长及以下（一）,1,168,86,86:1,97
山东,国家统计局山东调查总队,国家统计局山东调查总队,德州调查队综合科室一级科员,1,86,86,86:1,65
山东,国家统计局山东调查总队,国家统计局山东调查总队,牟平调查队一级科员,1,86,86,86:1,64
新疆,国家统计局新疆生产建设兵团调查总队,国家统计局新疆生产建设兵团调查总队,新疆生产建设兵团第十三师调查队调查科一级科员,1,97,86,86:1,59
新疆,新疆维吾尔自治区气象局,新疆塔城地区气象局,业务管理科一级主任科员及以下,1,97,86,86:1,31
陕西,中国银行保险监督管理委员会陕西监管局,渭南银保监分局,法规部门一级主任科员及以下,1,88,86,86:1,42
辽宁,大连海关,大窑湾海关,监管四级主办及以下,1,90,86,86:1,184
广西,南宁海关,贺州海关,计算机管理一级行政执法员,1,87,86,86:1,68
北京,国家能源局,法制和体制改革司,体制改革处一级主任科员及以下,1,87,86,86:1,102
山东,水利部黄河水利委员会,山东黄河河务局德州黄河河务局,工务科（安全监督科）一级主任科员及以下,1,87,86,86:1,118
云南,国家税务总局云南省税务局,国家税务总局景谷县税务局,一级行政执法员（二）,1,92,86,86:1,88
山东,国家统计局山东调查总队,国家统计局山东调查总队,微山调查队一级科员,1,86,86,86:1,43
重庆,国家税务总局重庆市税务局,国家税务总局重庆市长寿区税务局,一级行政执法员（三）,1,87,86,86:1,189
江苏,南京海关,新生圩海关,食品等检验检疫监管四级主办及以下,1,93,86,86:1,185
重庆,重庆市邮政管理局,重庆市邮政管理局三分局,一级主任科员及以下二,1,86,86,86:1,68
黑龙江,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,肇东调查队一级科员（2）,1,86,86,86:1,34
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局达拉特旗税务局,一级行政执法员（四）,1,86,86,86:1,43
江苏,国家税务总局江苏省税务局,国家税务总局沛县税务局,一级行政执法员（一）,3,277,258,86:1,97
贵州,国家税务总局贵州省税务局,国家税务总局贵阳市南明区税务局,一级行政执法员（四）,2,176,172,86:1,126
四川,生态环境部西南核与辐射安全监督站,生态环境部西南核与辐射安全监督站,核与辐射安全监督岗位一级主任科员及以下,1,87,86,86:1,58
江苏,国家税务总局江苏省税务局,国家税务总局涟水县税务局,一级行政执法员（五）,2,221,171,85.5:1,52
浙江,国家税务总局浙江省税务局,国家税务总局温岭市税务局,一级行政执法员（十二）,2,218,171,85.5:1,38
北京,国家知识产权局,专利文献部,文献服务岗位一级主任科员及以下,2,172,171,85.5:1,51
福建,国家税务总局福建省税务局,国家税务总局寿宁县税务局,一级行政执法员（三）,2,300,171,85.5:1,378
江苏,国家税务总局江苏省税务局,国家税务总局常州市金坛区税务局,一级行政执法员（四）,2,173,171,85.5:1,137
浙江,国家税务总局浙江省税务局,国家税务总局泰顺县税务局,一级行政执法员（四）,3,422,256,85.33:1,108
河北,中国银行保险监督管理委员会河北监管局,河北银保监局,监管部门一级主任科员及以下,4,350,341,85.25:1,131
新疆,乌鲁木齐海关,乌鲁木齐海关,卫生检疫二级主管及以下,2,219,170,85:1,126
山东,国家税务总局青岛市税务局,国家税务总局青岛市市北区税务局,一级行政执法员（十）,1,86,85,85:1,56
湖南,国家税务总局湖南省税务局,国家税务总局永顺县税务局,一级行政执法员（四）,2,176,170,85:1,191
浙江,国家税务总局浙江省税务局,国家税务总局杭州市上城区税务局,一级行政执法员（五）,2,193,170,85:1,158
湖南,国家税务总局湖南省税务局,国家税务总局湘潭经济技术开发区税务局,一级行政执法员（三）,2,177,170,85:1,207
新疆,国家税务总局新疆维吾尔自治区税务局,国家税务总局阿瓦提县税务局,一级行政执法员,3,289,255,85:1,88
新疆,国家税务总局新疆维吾尔自治区税务局,国家税务总局伽师县税务局,一级行政执法员（一）,3,309,255,85:1,56
辽宁,国家统计局辽宁调查总队,国家统计局辽宁调查总队,绥中调查队一级科员,1,90,85,85:1,43
内蒙古,中国银行保险监督管理委员会内蒙古监管局,巴彦淖尔银保监分局,综合部门一级主任科员及以下,1,85,85,85:1,62
北京,国家药品监督管理局,政策法规司,法规处一级主任科员及以下,1,101,85,85:1,111
浙江,浙江出入境边防检查总站,浙江出入境边防检查总站,杭州边检站一级警长及以下（一）,1,85,85,85:1,76
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局科尔沁右翼中旗税务局,一级行政执法员（三）,2,181,170,85:1,27
福建,中国银行保险监督管理委员会福建监管局,宁德银保监分局辖内银保监监管组,监管部门一级主任科员及以下,1,99,85,85:1,53
内蒙古,呼和浩特海关,二连海关,翻译一级行政执法员,1,86,85,85:1,26
北京,国家税务总局北京市税务局,国家税务总局北京市通州区税务局,一级行政执法员（五）,3,272,255,85:1,144
北京,国务院国有资产监督管理委员会,企业改革局,国有企业改革一级主任科员及以下,1,147,85,85:1,310
河南,水利部黄河水利委员会,黄河水利委员会河南黄河河务局,直属机关党委一级主任科员及以下,1,88,85,85:1,75
新疆,新疆维吾尔自治区气象局,新疆和田地区气象局,业务管理科一级主任科员及以下,1,89,85,85:1,23
辽宁,国家税务总局辽宁省税务局,国家税务总局建昌县税务局,一级行政执法员（四）,3,280,255,85:1,89
青海,中国银行保险监督管理委员会青海监管局,果洛银保监分局,财会部门一级主任科员及以下,1,88,85,85:1,20
辽宁,国家税务总局辽宁省税务局,国家税务总局宽甸满族自治县税务局,一级行政执法员（四）,3,254,254,84.67:1,72
广东,国家税务总局广东省税务局,国家税务总局广州市黄埔区税务局,一级行政执法员（一）,5,535,423,84.6:1,257
浙江,国家税务总局浙江省税务局,国家税务总局诸暨市税务局,一级行政执法员（六）,2,251,169,84.5:1,61
山东,国家税务总局青岛市税务局,国家税务总局青岛市李沧区税务局,一级行政执法员（六）,2,178,169,84.5:1,169
广东,国家税务总局深圳市税务局,国家税务总局深圳市宝安区税务局,一级行政执法员（七）,2,169,169,84.5:1,210
山东,国家统计局山东调查总队,国家统计局山东调查总队,鄄城调查队一级科员,2,170,169,84.5:1,98
上海,国家税务总局上海市税务局,国家税务总局上海市税务局第四税务分局,一级主任科员及以下（六）,3,255,253,84.33:1,226
陕西,中国银行保险监督管理委员会陕西监管局,陕西银保监局,监管部门一级主任科员及以下,4,374,337,84.25:1,124
浙江,中国银行保险监督管理委员会浙江监管局,浙江银保监局,监管部门一级主任科员及以下,5,421,421,84.2:1,161
福建,福建海事局,厦门海事局,厦门海事局一级行政执法员（九）,1,85,84,84:1,31
广西,广西海事局,河池海事局,河池海事局一级行政执法员（二）,1,90,84,84:1,27
北京,全国妇联,组织部,组织一处一级主任科员及以下,1,89,84,84:1,212
北京,国家民族事务委员会,教育司,高教处一级主任科员及以下,1,85,84,84:1,178
重庆,国家税务总局重庆市税务局,国家税务总局云阳县税务局,一级行政执法员（三）,1,84,84,84:1,134
云南,国家税务总局云南省税务局,国家税务总局昆明市西山区税务局,一级行政执法员（十四）,2,192,168,84:1,84
山东,水利部淮河水利委员会,南四湖水利管理局,上级湖水利管理局一级主任科员及以下,1,85,84,84:1,203
河北,国家统计局河北调查总队,国家统计局河北调查总队,唐山调查队业务科室一级科员,1,84,84,84:1,43
江苏,南京海关,张家港海关,行政综合四级主办,1,86,84,84:1,89
北京,国家卫生健康委员会,职业健康司,技术服务管理处一级主任科员及以下,1,96,84,84:1,66
北京,国家卫生健康委员会,职业健康司,职业病管理处一级主任科员及以下,1,94,84,84:1,64
北京,全国总工会,研究室,工会理论研究会办公室一级主任科员及以下,1,92,84,84:1,129
北京,全国友协,办公厅,财务处一级主任科员及以下,1,86,84,84:1,154
新疆,新疆维吾尔自治区气象局,新疆塔城地区气象局,政策法规科一级主任科员及以下,1,94,84,84:1,66
江西,南昌海关,上饶海关,食品安全监管四级主办及以下,1,84,84,84:1,88
山东,青岛海关,青岛胶东机场海关,监管工作四级主办及以下（一）,1,85,84,84:1,170
湖北,武汉铁路公安局,武汉铁路公安局,武汉铁路公安处车站派出所民警,2,172,168,84:1,325
上海,上海海事局,崇明海事局,崇明海事局一级行政执法员（六）,1,87,84,84:1,79
辽宁,辽宁海事局,大连海事局,大连海事局一级行政执法员（七）,1,85,84,84:1,85
山西,国家税务总局山西省税务局,国家税务总局山西转型综合改革示范区税务局,一级行政执法员（三）,2,168,168,84:1,115
山东,水利部黄河水利委员会,山东黄河河务局德州黄河河务局,防汛办公室（工程管理科）一级主任科员及以下,1,84,84,84:1,127
山东,水利部黄河水利委员会,山东黄河河务局菏泽黄河河务局,工务科（安全监督科）一级主任科员及以下,1,85,84,84:1,45
新疆,国家统计局新疆生产建设兵团调查总队,国家统计局新疆生产建设兵团调查总队,新疆生产建设兵团第四师调查队综合科一级科员,1,94,84,84:1,47
云南,国家税务总局云南省税务局,国家税务总局水富市税务局,一级行政执法员（一）,1,108,84,84:1,114
广东,国家税务总局广东省税务局,国家税务总局广州市天河区税务局,一级行政执法员（一）,5,502,419,83.8:1,295
上海,国家税务总局上海市税务局,国家税务总局上海市税务局第三税务分局,一级主任科员及以下（六）,2,171,167,83.5:1,239
浙江,国家税务总局浙江省税务局,国家税务总局嵊州市税务局,一级行政执法员（一）,2,270,167,83.5:1,36
贵州,国家税务总局贵州省税务局,国家税务总局大方县税务局,一级行政执法员（三）,2,179,167,83.5:1,46
贵州,国家税务总局贵州省税务局,国家税务总局剑河县税务局,一级行政执法员,2,167,167,83.5:1,109
北京,外交部,地区业务司,日语,2,392,167,83.5:1,167
福建,国家税务总局福建省税务局,国家税务总局清流县税务局,一级行政执法员（二）,2,385,167,83.5:1,80
黑龙江,国家税务总局黑龙江省税务局,国家税务总局宾县税务局,一级行政执法员（一）,4,336,334,83.5:1,108
广东,国家税务总局深圳市税务局,国家税务总局深圳市龙华区税务局,一级行政执法员（六）,2,167,167,83.5:1,198
江西,中国银行保险监督管理委员会江西监管局,进贤银保监监管组,监管部门一级主任科员及以下,2,173,167,83.5:1,35
湖南,国家税务总局湖南省税务局,国家税务总局株洲市芦淞区税务局,一级行政执法员（三）,3,255,250,83.33:1,245
河北,国家统计局河北调查总队,国家统计局河北调查总队,河北调查总队业务处室四级主任科员（1）,3,251,250,83.33:1,108
广东,广东海事局,湛江海事局,湛江海事局一级行政执法员（十七）,1,92,83,83:1,71
广西,南宁海关,友谊关海关,卫生检疫四级主办及以下,1,84,83,83:1,67
四川,成都海关,广安海关,化工产品检验监管一级行政执法员,1,86,83,83:1,113
河南,国家税务总局河南省税务局,国家税务总局睢县税务局,一级行政执法员（五）,1,93,83,83:1,170
黑龙江,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,北安调查队一级科员,1,84,83,83:1,39
江苏,中国银行保险监督管理委员会江苏监管局,无锡银保监分局,统计信息部门一级主任科员及以下,1,83,83,83:1,53
内蒙古,满洲里海关,阿日哈沙特海关,财务管理一级行政执法员（三）,1,83,83,83:1,35
福建,福州海关,三明海关,食品检验检疫监管四级主办及以下,1,83,83,83:1,55
河南,水利部黄河水利委员会,濮阳黄河河务局台前黄河河务局,人事劳动教育科一级主任科员及以下,1,83,83,83:1,113
新疆,国家税务总局新疆维吾尔自治区税务局,国家税务总局岳普湖县税务局,一级行政执法员,4,418,332,83:1,128
陕西,陕西省气象局,陕西省汉中市略阳县气象局,业务管理一级科员,1,89,83,83:1,34
辽宁,国家税务总局辽宁省税务局,国家税务总局本溪满族自治县税务局,一级行政执法员（五）,4,333,332,83:1,69
云南,国家税务总局云南省税务局,国家税务总局昆明市盘龙区税务局,一级行政执法员（九）,2,189,166,83:1,101
浙江,国家统计局浙江调查总队,国家统计局浙江调查总队,宁波调查队业务处室二级主任科员及以下（2）,1,83,83,83:1,92
湖北,国家税务总局湖北省税务局,国家税务总局远安县税务局,一级行政执法员（三）,2,180,166,83:1,109
江苏,国家税务总局江苏省税务局,国家税务总局苏州工业园区税务局第一税务所,一级行政执法员（五）,1,100,83,83:1,159
北京,中国证券监督管理委员会,办公厅（党委办公室）,政研处一级主任科员及以下,2,177,166,83:1,124
北京,中国银行保险监督管理委员会北京监管局,北京银保监局,监管部门一级主任科员及以下,10,833,829,82.9:1,326
广东,深圳出入境边防检查总站,深圳出入境边防检查总站,边检站一级警长及以下（七）,4,422,331,82.75:1,186
河南,国家税务总局河南省税务局,国家税务总局新郑市税务局,一级行政执法员（七）,3,248,248,82.67:1,306
广东,中国银行保险监督管理委员会广东监管局,广东银保监局,监管部门一级主任科员及以下,3,260,248,82.67:1,80
福建,国家税务总局福建省税务局,国家税务总局漳州市龙海区税务局,一级行政执法员（五）,2,186,165,82.5:1,217
